,,,,Leaf 1,,,Leaf 2,,,Leaf 3,,,Leaf 4,,,Leaf 5,,,Leaf 6,,,Leaf 7,,,Leaf 8,,,Leaf 9,,,Leaf 10,,,Leaf 11,,,Leaf 12,,,Leaf 13,,,Leaf 14,,,Leaf 15,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-11_12-16-48_9969200,0.8621,TRUE,0.0819118,-0.394325,47.4592,-8.64392,-0.374755,58.5132,-105.661,-0.33953,35.8009,20.0246,-0.300391,43.5436,-125.935,-0.272994,26.3505,37.2798,-0.196673,29.6881,51.805,-0.182975,45.233,-173.278,-0.182975,24.0517,171.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-13_12-16-42_10082200,0.856639,TRUE,0.0425608,-0.392368,47.1896,-15.484,-0.380626,60.5012,-103.99,-0.33953,35.1502,3.74867,-0.302348,45.4001,-133.537,-0.280822,27.437,21.2935,-0.214286,43.2967,179.426,-0.177104,28.6037,51.2469,-0.177104,32.4656,119.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-285-JS147-2-214_2018-04-16_12-16-50_10269200,0.877514,FALSE,0.142884,-0.433464,83.68,20.0801,-0.431507,28.9639,-43.6071,-0.425636,19.1336,-37.9984,-0.38454,59.8832,-104.998,-0.376712,54.6104,-27.5503,-0.374755,39.7768,32.2707,-0.33953,39.6381,-7.64577,-0.310176,45.6485,-143.693,-0.278865,31.7028,3.91794,-0.263209,44.8277,163.204,-0.259295,27.4902,14.1615,-0.257339,15.8018,-28.9151,-0.159491,48.7101,24.7307,-0.0949119,37.8998,41.084,-0.092955,25.1731,5.1632,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-11_12-19-03_9969300,0.821551,TRUE,0.143446,-0.45499,81.4911,22.7019,-0.337573,89.8078,112.937,-0.310176,67.6129,-38.438,-0.276908,83.5115,109.523,-0.231898,59.3922,-19.2274,-0.179061,61.4756,108.135,-0.0851272,49.8164,21.798,-0.0851272,35.7639,96.2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-13_12-18-57_10082300,0.706935,TRUE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-286-js259-417_2018-04-16_12-18-59_10269300,0.825093,FALSE,0.220918,-0.447162,93.5862,67.4416,-0.382583,65.9591,137.526,-0.284736,58.8296,156.923,-0.257339,63.1394,19.2645,-0.220157,62.1418,146.931,-0.204501,58.4545,95.0633,-0.202544,92.386,26.7396,-0.200587,92.8666,17.0402,-0.161448,56.3167,45.1115,-0.15362,46.9063,91.3822,-0.151663,57.0967,156.193,-0.0342466,44.8624,95.0176,-0.0342466,32.3322,140.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-11_12-21-17_9969400,0.851366,FALSE,0.035225,-0.376712,65.4071,-2.28272,-0.300391,77.1057,175.168,-0.296477,71.6919,165.566,-0.278865,52.4184,-1.77513,-0.233855,41.8832,179.777,-0.196673,13.1543,68.8276,-0.196673,14.8997,44.1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-13_12-21-10_10082400,0.855798,TRUE,0.0455595,-0.400196,62.0678,1.01135,-0.353229,70.6933,-174.437,-0.351272,46.5671,156.012,-0.278865,54.404,13.781,-0.237769,46.2738,-167.345,-0.169276,28.1095,48.2698,-0.169276,30.0621,172.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-287-js41-1-68_2018-04-16_12-21-12_10269400,0.870731,FALSE,0.0361373,-0.415851,58.6763,15.7522,-0.337573,66.712,145.948,-0.31409,81.3548,-173.548,-0.312133,72.9908,160.092,-0.286693,57.7801,11.601,-0.235812,59.915,-171.098,-0.188845,38.619,34.4146,-0.106654,37.7097,-166.763,-0.104697,22.3196,-35.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-11_12-23-30_9969500,0.879578,TRUE,0.116713,-0.411937,41.6463,35.6898,-0.380626,48.3329,-119.695,-0.341487,45.7227,36.9619,-0.282779,47.5049,-107.138,-0.249511,29.3462,33.5441,-0.171233,37.9243,145.403,-0.10274,42.6432,51.6833,-0.10274,37.707,81.3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-13_12-23-23_10082500,0.880588,TRUE,0.270059,-0.38454,49.4496,-64.8308,-0.355186,22.9503,-27.3302,-0.347358,41.7253,100.454,-0.300391,50.2132,-27.4679,-0.253425,29.9598,107.989,-0.177104,36.4028,-140.311,-0.0988258,28.5131,98.0482,0.05773,44.7965,136.264,0.0596869,53.5076,133.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-288-js224-354_2018-04-16_12-23-25_10269500,0.881663,FALSE,0.229981,-0.456947,77.5494,-48.648,-0.368885,30.2911,47.042,-0.341487,55.7819,-96.0926,-0.341487,71.5447,-154.129,-0.17319,12.0385,15.1484,-0.161448,52.1629,169.712,-0.020548,38.27,142.284,0.163405,70.397,107.326,0.165362,38.9511,117.066,0.167319,61.001,15.3811,0.167319,66.3861,102.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-11_12-25-45_9969600,0.821732,TRUE,0.0388936,-0.40411,19.3981,-73.3703,-0.398239,24.9041,91.5941,-0.396282,10.6635,82.2141,-0.341487,16.9048,-157.112,-0.292564,29.2296,-2.60899,-0.179061,26.6447,47.0786,-0.124266,18.9019,-164.93,-0.124266,36.3543,-73.0529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-13_12-25-37_10082600,0.847292,FALSE,0.0654335,-0.417808,26.1588,-69.009,-0.392368,25.4522,82.425,-0.392368,10.6394,106.517,-0.353229,17.0482,175.535,-0.308219,29.5833,-10.0238,-0.24364,15.7692,170.62,-0.169276,16.9476,-92.7605,-0.167319,31.1354,37.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-289-JS254-408_2018-04-16_12-25-38_10269600,0.866289,TRUE,0.0695199,-0.437378,26.8155,-16.3011,-0.40998,21.7424,62.9,-0.357143,11.2668,-175.558,-0.318004,33.1648,23.9591,-0.294521,10.6315,33.209,-0.247554,30.5302,43.893,-0.190802,32.3293,42.5712,-0.092955,23.5421,-74.2358,-0.092955,27.9029,-145.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-11_12-27-58_9969700,0.831825,TRUE,0.0994391,-0.382583,77.0313,-13.7258,-0.355186,66.6153,-168.806,-0.312133,51.3274,-7.83047,-0.237769,34.7296,-114.282,-0.235812,33.1579,-30.7195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-13_12-27-50_10082700,0.838922,TRUE,0.107916,-0.38454,58.4533,-7.25629,-0.3591,71.3741,179.973,-0.323875,53.9754,-11.4801,-0.284736,44.7643,-137.794,-0.177104,27.4831,-41.508,-0.177104,38.1543,-134.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-290-js12-3-22_2018-04-16_12-27-52_10269700,0.840134,TRUE,0.0553854,-0.417808,52.44,63.5709,-0.380626,72.1477,-146.894,-0.327789,60.1365,39.3326,-0.316047,56.2095,-104.706,-0.253425,31.5742,38.6506,-0.175147,27.4652,-41.5444,-0.175147,29.9035,81.8291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-11_12-30-10_9969800,0.832157,FALSE,0.0861279,-0.374755,52.6564,95.9889,-0.357143,47.9966,-3.56329,-0.333659,49.2474,127.07,-0.308219,43.6353,-31.9262,-0.274951,41.0179,154.38,-0.241683,14.7264,-28.449,-0.237769,40.0147,-71.4193,-0.188845,58.4923,158.67,-0.126223,37.2186,-106.949,-0.126223,14.9678,-74.3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-13_12-30-04_10082800,0.854401,FALSE,0.0676493,-0.388454,55.5753,119.036,-0.357143,50.8025,39.1337,-0.335616,46.8077,154.916,-0.278865,23.9318,90.5391,-0.182975,48.5777,-30.375,-0.182975,62.6945,8.78395,-0.181018,39.6596,53.0737,-0.15362,45.9094,-172.876,-0.0616438,69.2311,-170.44,-0.0616438,50.6792,-137.8,-0.0538161,42.6315,-54.1452,-0.0538161,25.3784,-72.9669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-291-js126-185_2018-04-16_12-30-07_10269800,0.676613,FALSE,0.17722,-0.204501,69.2374,64.2064,-0.175147,50.9078,-139.433,-0.149706,69.2415,1.2199,-0.14775,39.2947,-108.522,-0.14775,27.1599,13.1598,-0.145793,50.0647,8.59136,-0.141879,31.254,-14.389,-0.137965,57.7971,-123.454,-0.136008,67.0008,23.1701,-0.136008,16.4686,90.9791,-0.122309,41.2628,147.729,-0.122309,31.0037,154.758,-0.118395,70.4507,-96.8841,-0.118395,75.0031,-120.478,-0.0909981,46.2502,-110.058,-0.0909981,44.9872,-137.166,-0.0616438,43.4967,-101.872,-0.0616438,29.3263,-25.4701,-0.055773,30.75,-154.918,-0.0518591,56.6133,-143.522,-0.0499021,46.4388,177.455,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-11_12-32-24_9969900,0.823296,TRUE,0.0193728,-0.402153,48.531,22.3919,-0.388454,65.6963,-160.493,-0.372798,44.2269,-178.448,-0.319961,42.8532,27.6136,-0.227984,28.5276,-147.742,-0.227984,48.258,0.905581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-13_12-32-18_10082900,0.815513,FALSE,0.0322748,-0.421722,77.2781,-171.162,-0.419765,48.2873,-164.252,-0.406067,47.6297,54.4963,-0.376712,50.4575,-167.469,-0.329746,38.785,44.4877,-0.259295,16.5418,36.2778,-0.259295,30.3657,-145.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-292-js197-306_2018-04-16_12-32-21_10269900,0.808961,FALSE,0.050843,-0.437378,85.0235,-165.531,-0.406067,43.8178,69.8901,-0.38454,74.6006,-172.567,-0.38454,67.8923,150.385,-0.378669,59.4259,-179.489,-0.333659,38.0248,49.3213,-0.300391,39.385,-152.317,-0.177104,20.7983,53.3915,-0.175147,12.2221,-168.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-11_12-34-43_9970000,0.867256,TRUE,0.121425,-0.378669,68.743,-21.5867,-0.33953,58.8198,-178.94,-0.312133,54.7725,-20.9778,-0.267123,39.4911,-167.511,-0.19863,32.8274,-25.6523,-0.0851272,28.3266,-141.864,-0.0851272,40.6029,-61.8991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-13_12-34-31_10083000,0.870711,TRUE,0.0395768,-0.380626,64.0812,-26.1345,-0.345401,58.9075,155.943,-0.316047,57.0944,-21.0428,-0.26908,40.4241,-172.913,-0.212329,39.8706,-35.4223,-0.108611,31.498,-149.557,-0.0577299,35.0895,-66.9132,-0.0538161,10.633,162.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-293-JS235-376_2018-04-16_12-34-34_10270000,0.864195,TRUE,0.167179,-0.382583,60.2519,44.0989,-0.347358,61.4253,-142.059,-0.316047,60.427,57.2486,-0.271037,44.6767,-110.105,-0.237769,51.8458,36.0375,-0.167319,34.5061,-97.8574,-0.15362,9.6083,-127.699,-0.0596869,33.5647,5.09762,0.00293541,27.3119,-91.6998,0.00684929,14.7636,122.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-294-EMPTY-_2018-04-11_12-36-53_9970100,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-294-EMPTY-_2018-04-13_12-36-45_10083100,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-294-EMPTY-_2018-04-16_12-36-47_10270100,0,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-11_12-39-06_9970200,0.806657,TRUE,0.0887557,-0.378669,77.921,-159.9,-0.355186,66.8344,20.1105,-0.337573,67.4359,-169.135,-0.306262,60.6694,-8.43186,-0.263209,52.5369,-160.386,-0.188845,47.5029,-35.1089,-0.175147,9.72077,113.984,-0.0675147,39.4514,-156.224,-0.0636008,41.9228,-51.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-13_12-38-58_10083200,0.826977,TRUE,0.0967849,-0.380626,73.0257,99.7384,-0.353229,65.8444,-65.8976,-0.335616,94.0044,106.85,-0.306262,58.5268,-87.1845,-0.278865,65.7068,107.021,-0.19863,48.7097,-126.332,-0.118395,42.0521,117.249,0.00293541,46.0071,-165.92,0.00293541,21.4448,101.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-295-JS66-95_2018-04-16_12-39-00_10270200,0.831797,FALSE,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-11_12-41-20_9970300,0.780696,FALSE,0.162474,-0.396282,80.3531,150.006,-0.3591,57.3276,7.87223,-0.316047,50.127,164.593,-0.302348,37.0994,-3.66525,-0.220157,7.66222,-162.215,-0.2182,40.3123,155.903,-0.120352,45.6565,131.214,-0.120352,36.9674,73.4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-13_12-41-11_10083300,0.738389,TRUE,0.099881,-0.40998,60.0591,-100.19,-0.3591,58.9075,122.175,-0.316047,51.6269,-80.7218,-0.300391,35.2055,115.208,-0.24364,40.2683,-85.9986,-0.186888,30.1805,-177.559,-0.100783,55.8458,-136.241,-0.0949119,43.6442,-122.679,-0.092955,46.3481,-68.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-296-JS214-336_2018-04-16_12-41-14_10270300,0.674632,TRUE,0.124647,-0.425636,66.3341,-130.05,-0.357143,60.6243,97.5738,-0.327789,70.025,-127.126,-0.31409,38.5755,67.6116,-0.274951,35.7022,-125.686,-0.222113,33.5411,128.665,-0.0812133,44.3557,-159.931,-0.0812133,28.4357,-118.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-11_12-43-34_9970400,0.851121,TRUE,0.0299355,-0.374755,63.9054,-38.8411,-0.355186,54.2932,154.356,-0.319961,37.6157,-38.5666,-0.28865,37.8393,151.909,-0.233855,47.9335,-19.5458,-0.15362,31.8187,147.26,-0.15362,21.0277,35.5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-13_12-43-25_10083400,0.776882,TRUE,0.0731699,-0.380626,65.9519,-27.5503,-0.3591,54.67,-169.352,-0.319961,38.6812,-6.13179,-0.290607,41.7764,-170.106,-0.249511,52.1818,16.0483,-0.175147,45.9933,178.448,-0.175147,22.4512,82.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-297-JS3-11_2018-04-16_12-43-27_10270400,0.794529,TRUE,0.112554,-0.388454,59.6943,-69.2064,-0.357143,59.326,162.347,-0.321918,38.9968,-41.2328,-0.296477,46.7235,155.446,-0.26908,56.5053,-23.6587,-0.235812,52.9143,143.591,-0.130137,27.1933,25.0757,-0.126223,14.9903,106.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-298-JS238-379_2018-04-11_12-45-46_9970500,0.797053,TRUE,0.0224836,-0.42955,64.5417,-17.4165,-0.40411,58.2577,159.901,-0.380626,57.1033,2.19884,-0.341487,43.3067,157.716,-0.251468,37.7415,13.0336,-0.17319,33.8391,137.181,-0.17319,28.4842,42.9819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-298-JS238-379_2018-04-13_12-45-39_10083500,0.804059,TRUE,0.0562771,-0.433464,67.1834,-18.8197,-0.408023,56.9876,177.203,-0.380626,62.3196,10.6306,-0.343444,42.5608,159.807,-0.255382,41.932,8.76852,-0.206458,27.7313,22.9414,-0.159491,35.4635,144.534,-0.159491,19.6831,150.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-298-JS238-379_2018-04-16_12-45-41_10270500,0.817549,TRUE,0.131582,-0.437378,63.5838,125.063,-0.408023,58.8747,-22.5201,-0.382583,81.0372,161.611,-0.345401,46.6138,-52.2915,-0.274951,41.6503,160.357,-0.216243,34.041,-64.3293,-0.171233,25.3216,-82.6257,-0.157534,31.6574,166.574,-0.157534,12.9437,178.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-299-js294-413_2018-04-11_12-48-00_9970600,0.804183,TRUE,0.0278822,-0.42955,33.936,-17.1033,-0.396282,30.3971,-141.301,-0.353229,40.7939,-10.2374,-0.296477,28.4607,153.658,-0.257339,36.1651,-14.6337,-0.17319,16.34,126.27,-0.17319,29.7722,3.05726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-299-js294-413_2018-04-13_12-47-54_10083600,0.825252,TRUE,0.038597,-0.435421,39.5193,7.79448,-0.394325,33.4043,-116.688,-0.364971,41.0369,7.3441,-0.292564,28.021,-172.09,-0.259295,35.7731,12.8024,-0.175147,26.0806,21.1395,-0.17319,17.1349,152.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-299-js294-413_2018-04-16_12-47-55_10270600,0.839905,FALSE,0.0666513,-0.427593,158.536,55.9102,-0.419765,43.5711,-17.1749,-0.402153,32.3687,-167.463,-0.357143,36.8213,-24.555,-0.310176,29.4848,157.517,-0.271037,36.5557,-27.7573,-0.169276,18.051,128.009,-0.169276,10.3122,-167.758,-0.0694716,29.4554,-22.5425,-0.0675147,21.8247,94.6472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-300-js124-183_2018-04-11_12-50-13_9970700,0.880245,TRUE,0.0534859,-0.402153,38.3335,-20.7664,-0.376712,65.6942,166.728,-0.351272,74.6877,-36.4333,-0.325832,66.6102,150.098,-0.306262,61.5992,-38.443,-0.259295,53.51,171.777,-0.165362,53.5341,-36.6129,-0.0499021,52.1475,140.93,-0.0499021,21.5561,29.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-300-js124-183_2018-04-13_12-50-08_10083700,0.875059,FALSE,0.118327,-0.411937,75.4831,-27.1768,-0.411937,40.0883,-5.31822,-0.38454,62.5413,-176.711,-0.355186,81.9179,-20.0685,-0.329746,61.9159,174.728,-0.306262,64.1853,-21.261,-0.271037,58.9411,-165.996,-0.227984,59.3899,-18.0883,-0.0753425,44.1439,-170.336,-0.0733855,7.91582,-147.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-9-18_Schnable_49-300-js124-183_2018-04-16_12-50-09_10270700,0.82516,TRUE,0.19089,-0.453033,27.1293,122.652,-0.451076,69.1235,131.976,-0.353229,73.803,-28.9848,-0.345401,34.4969,8.63118,-0.333659,91.9492,160.349,-0.306262,63.6234,-36.3842,-0.300391,63.7914,-29.7139,-0.28865,71.4434,161.207,-0.210372,44.3945,-176.756,-0.0440313,10.5339,144.791,-0.0440313,15.47,-149.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
