plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14
4-9-18_Schnable_49-480-js236-377_2018-04-13_07-31-48_10101700,JS236,480,PI_656077,2018-04-13,4cm,40.597,19.1131,40.7915,29.5077,40.1533,39.8577,25.7861,35.2734,54.051,27.2231,,,,,
4-9-18_Schnable_49-480-js236-377_2018-04-16_07-31-49_10288700,JS236,480,PI_656077,2018-04-16,4cm,31.1394,44.2094,40.108,41.6077,38.2959,58.3255,34.3669,43.6964,30.3388,,,,,,
4-9-18_Schnable_49-481-js290-299_2018-04-11_07-33-33_9988800,JS290,481,PI_656003,2018-04-11,4cm,48.4495,39.6039,30.724,22.4304,15.0641,2.92175,,,,,,,,,
4-9-18_Schnable_49-481-js290-299_2018-04-13_07-34-00_10101800,JS290,481,PI_656003,2018-04-13,4cm,49.3529,40.8813,27.3039,20.6141,12.2656,36.1034,,,,,,,,,
4-9-18_Schnable_49-481-js290-299_2018-04-16_07-34-03_10288800,JS290,481,PI_656003,2018-04-16,4cm,51.3588,41.7836,32.061,20.6848,17.633,20.5659,32.7188,36.6122,36.3864,,,,,,
4-9-18_Schnable_49-482-js37-2-63_2018-04-11_07-35-47_9988900,JS37,482,PI_533903,2018-04-11,4cm,39.1395,34.5155,28.7066,40.9714,39.0514,25.5385,59.8017,32.8008,,,,,,,
4-9-18_Schnable_49-482-js37-2-63_2018-04-13_07-36-14_10101900,JS37,482,PI_533903,2018-04-13,4cm,37.7566,37.3793,26.4775,39.5079,28.5248,31.8942,36.0479,,,,,,,,
4-9-18_Schnable_49-482-js37-2-63_2018-04-16_07-36-17_10288900,JS37,482,PI_533903,2018-04-16,4cm,35.7262,42.7021,46.1956,50.366,20.1842,34.2003,56.0334,50.5166,54.3176,,,,,,
4-9-18_Schnable_49-483-js153-222_2018-04-11_07-38-01_9989000,JS153,483,PI_597946,2018-04-11,4cm,41.9201,44.1125,23.9198,29.5278,18.3984,28.0795,14.1296,13.2113,,,,,,,
4-9-18_Schnable_49-483-js153-222_2018-04-13_07-38-27_10102000,JS153,483,PI_597946,2018-04-13,4cm,39.5556,57.1452,28.4867,40.6099,22.0768,24.6366,14.4277,26.7449,21.165,27.2738,,,,,
4-9-18_Schnable_49-483-js153-222_2018-04-16_07-38-32_10289000,JS153,483,PI_597946,2018-04-16,4cm,27.3952,28.6999,25.0233,28.3158,20.1301,23.8709,12.7901,22.6416,33.9213,,,,,,
4-9-18_Schnable_49-484-js167-239_2018-04-11_07-40-14_9989100,JS167,484,PI_597972,2018-04-11,4cm,30.4971,40.7911,32.9441,35.7393,33.5519,8.28461,,,,,,,,,
4-9-18_Schnable_49-484-js167-239_2018-04-13_07-40-43_10102100,JS167,484,PI_597972,2018-04-13,4cm,31.4698,33.2969,17.9441,36.0204,22.3902,,,,,,,,,,
4-9-18_Schnable_49-484-js167-239_2018-04-16_07-40-51_10289100,JS167,484,PI_597972,2018-04-16,4cm,75.9206,46.5556,38.8351,23.6498,31.9422,26.5589,37.0744,,,,,,,,
4-9-18_Schnable_49-485-js151-218_2018-04-11_07-42-28_9989200,JS151,485,PI_595744,2018-04-11,4cm,50.7826,64.5133,12.749,48.6152,31.2388,48.5059,53.2654,50.1505,48.746,25.252,,,,,
4-9-18_Schnable_49-485-js151-218_2018-04-13_07-42-56_10102200,JS151,485,PI_595744,2018-04-13,4cm,46.5005,34.6567,36.7807,28.7698,30.7141,43.1443,46.4919,32.7005,27.4572,19.4146,28.9587,60.0054,36.9195,,
4-9-18_Schnable_49-485-js151-218_2018-04-16_07-43-00_10289200,JS151,485,PI_595744,2018-04-16,4cm,28.3407,60.1342,28.682,37.6753,35.9483,49.0621,45.1643,73.5893,24.8808,46.1894,29.8029,80.4668,71.0169,55.2149,83.2597
4-9-18_Schnable_49-486-js97-138_2018-04-11_07-44-41_9989300,JS97,486,PI_534137,2018-04-11,4cm,30.3051,40.4942,41.4236,29.3734,28.1157,,,,,,,,,,
4-9-18_Schnable_49-486-js97-138_2018-04-13_07-45-10_10102300,JS97,486,PI_534137,2018-04-13,4cm,23.9605,54.665,44.4107,39.6269,38.8854,14.7561,,,,,,,,,
4-9-18_Schnable_49-486-js97-138_2018-04-16_07-45-14_10289300,JS97,486,PI_534137,2018-04-16,4cm,10.8267,43.8974,45.6037,42.6184,14.6789,26.1866,,,,,,,,,
4-9-18_Schnable_49-487-js155-2-224_2018-04-11_07-46-56_9989400,JS155,487,PI_597950,2018-04-11,4cm,14.2857,43.046,32.0392,42.5592,32.2541,28.6668,34.9746,11.5727,,,,,,,
4-9-18_Schnable_49-487-js155-2-224_2018-04-13_07-47-24_10102400,JS155,487,PI_597950,2018-04-13,4cm,46.0037,33.9723,46.7284,47.3753,38.9331,39.3338,35.1685,35.4476,,,,,,,
4-9-18_Schnable_49-487-js155-2-224_2018-04-16_07-47-28_10289400,JS155,487,PI_597950,2018-04-16,4cm,49.3759,39.2554,51.4863,42.7233,35.0677,35.7474,44.247,22.5729,26.3313,12.2432,,,,,
4-9-18_Schnable_49-488-js44-71_2018-04-11_07-49-10_9989500,JS44,488,PI_533924,2018-04-11,4cm,37.6414,34.308,49.8262,34.1001,67.4453,38.3529,37.0899,23.9586,30.5041,30.8421,22.7359,,,,
4-9-18_Schnable_49-488-js44-71_2018-04-13_07-49-38_10102500,JS44,488,PI_533924,2018-04-13,4cm,38.388,54.0395,42.0533,46.9582,44.9463,20.149,8.86441,11.4804,21.3452,38.6325,30.8983,,,,
4-9-18_Schnable_49-488-js44-71_2018-04-16_07-49-42_10289500,JS44,488,PI_533924,2018-04-16,4cm,42.8149,41.1004,51.3192,52.9888,50.1962,37.3509,34.9273,33.1812,34.4865,37.8198,31.3005,,,,
4-9-18_Schnable_49-489-js285-207_2018-04-11_07-51-28_9989600,JS285,489,PI_585291,2018-04-11,4cm,22.9763,35.4954,55.416,24.3629,21.8488,26.4171,2.91356,,,,,,,,
4-9-18_Schnable_49-489-js285-207_2018-04-13_07-51-51_10102600,JS285,489,PI_585291,2018-04-13,4cm,15.537,46.5626,20.1128,40.1765,31.5208,58.1414,31.3667,11.4837,,,,,,,
4-9-18_Schnable_49-489-js285-207_2018-04-16_07-51-55_10289600,JS285,489,PI_585291,2018-04-16,4cm,22.0734,20.8746,25.0085,27.3638,31.7221,40.8159,41.2875,33.3301,29.4628,32.9481,,,,,
4-9-18_Schnable_49-491-js262-420_2018-04-11_07-55-51_9989800,JS262,491,PI_656119,2018-04-11,4cm,37.8123,31.1142,39.1568,29.1056,29.1854,26.5685,,,,,,,,,
4-9-18_Schnable_49-491-js262-420_2018-04-13_07-56-20_10102800,JS262,491,PI_656119,2018-04-13,4cm,35.7521,36.0161,35.7449,25.9402,40.5151,39.5978,28.4545,18.697,,,,,,,
4-9-18_Schnable_49-491-js262-420_2018-04-16_07-56-23_10289800,JS262,491,PI_656119,2018-04-16,4cm,38.5407,35.4073,39.743,18.2668,49.9211,41.4844,30.0297,15.5234,,,,,,,
4-9-18_Schnable_49-493-js254-408_2018-04-11_08-00-19_9990000,JS254,493,PI_656108,2018-04-11,4cm,14.3105,42.3072,24.4106,11.4257,31.1044,7.81115,40.7615,38.8358,,,,,,,
4-9-18_Schnable_49-493-js254-408_2018-04-13_08-00-53_10103000,JS254,493,PI_656108,2018-04-13,4cm,36.0378,19.7991,14.4829,14.6774,17.3861,41.1331,40.1906,19.2407,45.4828,37.3784,18.4222,,,,
4-9-18_Schnable_49-493-js254-408_2018-04-16_08-00-53_10290000,JS254,493,PI_656108,2018-04-16,4cm,56.6427,19.0728,17.6858,12.0785,21.7437,56.3139,33.9679,29.5315,23.8827,57.7009,,,,,
4-9-18_Schnable_49-494-js59-2-88_2018-04-11_08-02-32_9990100,JS59,494,PI_533964,2018-04-11,4cm,50.9694,41.7523,12.3837,39.0045,31.5202,23.0415,27.9655,49.0677,34.5252,22.5595,,,,,
4-9-18_Schnable_49-494-js59-2-88_2018-04-13_08-03-08_10103100,JS59,494,PI_533964,2018-04-13,4cm,39.3545,27.6729,38.2073,26.2445,30.9539,59.56,50.5078,56.6907,9.66416,39.8945,33.0049,,,,
4-9-18_Schnable_49-494-js59-2-88_2018-04-16_08-03-06_10290100,JS59,494,PI_533964,2018-04-16,4cm,40.3533,27.7485,34.8687,59.1557,42.2628,58.4253,44.0235,46.2863,28.3891,15.005,19.0792,17.1813,,,
4-9-18_Schnable_49-495-js28-2-48_2018-04-11_08-04-45_9990200,JS28,495,PI_533852,2018-04-11,4cm,48.7382,35.7699,38.4663,33.7382,39.0394,33.5051,24.3116,40.3932,40.8399,34.0046,23.902,,,,
4-9-18_Schnable_49-495-js28-2-48_2018-04-13_08-05-22_10103200,JS28,495,PI_533852,2018-04-13,4cm,41.833,37.0648,33.5056,39.0059,32.7392,33.4552,66.1368,63.1144,36.6659,34.0321,17.4469,,,,
4-9-18_Schnable_49-495-js28-2-48_2018-04-16_08-05-19_10290200,JS28,495,PI_533852,2018-04-16,4cm,42.6354,37.9379,52.0551,36.9193,35.1198,78.8551,73.9165,33.4053,72.8322,60.2617,33.3126,44.56,41.3925,36.3418,
4-9-18_Schnable_49-496-js233-371_2018-04-11_08-06-59_9990300,JS233,496,PI_656071,2018-04-11,4cm,36.5631,38.9088,33.9698,55.7184,35.1078,29.9082,39.5333,5.65867,,,,,,,
4-9-18_Schnable_49-496-js233-371_2018-04-13_08-07-35_10103300,JS233,496,PI_656071,2018-04-13,4cm,46.059,51.2785,35.8765,43.7228,39.3414,43.5293,43.0032,25.7728,24.2555,,,,,,
4-9-18_Schnable_49-496-js233-371_2018-04-16_08-07-34_10290300,JS233,496,PI_656071,2018-04-16,4cm,56.1177,36.313,35.4395,45.9351,42.3363,72.0632,27.3959,51.5214,48.3475,46.3499,40.0994,,,,
4-9-18_Schnable_49-497-js243-388_2018-04-11_08-09-13_9990400,JS243,497,PI_656089,2018-04-11,4cm,41.8615,49.7316,39.9347,33.7054,31.6801,,,,,,,,,,
4-9-18_Schnable_49-497-js243-388_2018-04-13_08-09-49_10103400,JS243,497,PI_656089,2018-04-13,4cm,45.1124,41.4368,42.67,33.3963,54.0412,37.3722,,,,,,,,,
4-9-18_Schnable_49-497-js243-388_2018-04-16_08-09-48_10290400,JS243,497,PI_656089,2018-04-16,4cm,34.1287,37.7221,46.1115,37.1534,21.9963,36.3113,44.0919,,,,,,,,
4-9-18_Schnable_49-498-js169-241_2018-04-11_08-11-26_9990500,JS169,498,PI_597976,2018-04-11,4cm,57.1987,46.648,42.069,35.4442,25.3076,9.75794,,,,,,,,,
4-9-18_Schnable_49-498-js169-241_2018-04-13_08-12-05_10103500,JS169,498,PI_597976,2018-04-13,4cm,62.3307,52.7096,45.8158,40.3886,27.192,34.1159,21.5354,,,,,,,,
4-9-18_Schnable_49-498-js169-241_2018-04-16_08-12-02_10290500,JS169,498,PI_597976,2018-04-16,4cm,61.9633,46.2458,45.3612,50.995,30.8142,47.6272,18.7718,57.2998,34.9878,26.9561,26.1069,,,,
4-9-18_Schnable_49-500-js234-375_2018-04-11_08-15-54_9990700,JS234,500,PI_656075,2018-04-11,4cm,27.7313,29.023,22.5371,44.0629,33.3047,24.4879,,,,,,,,,
4-9-18_Schnable_49-500-js234-375_2018-04-13_08-16-34_10103700,JS234,500,PI_656075,2018-04-13,4cm,35.5457,31.73,34.7544,35.5912,34.2262,20.1927,,,,,,,,,
4-9-18_Schnable_49-500-js234-375_2018-04-16_08-16-30_10290700,JS234,500,PI_656075,2018-04-16,4cm,39.9798,23.7637,3.60435,40.272,34.2537,48.229,60.5549,21.0974,58.5597,45.1536,30.423,,,,
4-9-18_Schnable_49-501-js196-305_2018-04-11_08-18-10_9990800,JS196,501,PI_656009,2018-04-11,4cm,37.6485,31.941,30.7808,12.0487,28.1602,21.4808,11.2177,36.039,34.7829,,,,,,
4-9-18_Schnable_49-501-js196-305_2018-04-13_08-18-49_10103800,JS196,501,PI_656009,2018-04-13,4cm,34.6789,24.1984,24.6114,22.482,29.3627,16.4946,47.7588,34.0031,,,,,,,
4-9-18_Schnable_49-501-js196-305_2018-04-16_08-18-44_10290800,JS196,501,PI_656009,2018-04-16,4cm,23.6671,33.4575,30.8945,28.5489,34.5985,35.3327,16.7703,34.4875,40.9731,28.7136,39.4193,13.4773,,,
4-9-18_Schnable_49-502-js8-16_2018-04-11_08-20-23_9990900,JS8,502,PI_533758,2018-04-11,4cm,33.5984,37.513,28.3649,36.081,20.6066,48.7339,48.2318,,,,,,,,
4-9-18_Schnable_49-502-js8-16_2018-04-13_08-21-02_10103900,JS8,502,PI_533758,2018-04-13,4cm,32.5301,41.797,36.672,26.5691,44.4507,56.0603,41.2137,25.2918,20.8091,,,,,,
4-9-18_Schnable_49-502-js8-16_2018-04-16_08-20-58_10290900,JS8,502,PI_533758,2018-04-16,4cm,41.9768,22.4116,38.4252,35.7169,37.8655,35.8956,34.8623,51.1138,38.9696,6.45324,,,,,
4-9-18_Schnable_49-503-js261-419_2018-04-11_08-22-36_9991000,JS261,503,PI_656118,2018-04-11,4cm,32.3371,27.935,25.7011,25.0731,24.8076,20.9847,14.3502,,,,,,,,
4-9-18_Schnable_49-503-js261-419_2018-04-13_08-23-17_10104000,JS261,503,PI_656118,2018-04-13,4cm,31.0497,30.9286,26.6124,27.1945,24.9056,20.3472,23.5139,,,,,,,,
4-9-18_Schnable_49-503-js261-419_2018-04-16_08-23-12_10291000,JS261,503,PI_656118,2018-04-16,4cm,24.0047,31.7719,27.1269,27.0524,34.5883,26.1768,23.2761,17.2761,,,,,,,
4-9-18_Schnable_49-505-js54-83_2018-04-11_08-27-04_9991200,JS54,505,PI_533955,2018-04-11,4cm,35.5423,35.0204,34.0655,35.5999,30.8023,16.6182,,,,,,,,,
4-9-18_Schnable_49-505-js54-83_2018-04-13_08-27-47_10104200,JS54,505,PI_533955,2018-04-13,4cm,38.6061,34.2153,37.0612,18.8084,28.9165,29.627,,,,,,,,,
4-9-18_Schnable_49-505-js54-83_2018-04-16_08-27-42_10291200,JS54,505,PI_533955,2018-04-16,4cm,39.3055,36.3678,36.7539,29.3505,28.8918,28.1347,34.1606,,,,,,,,
4-9-18_Schnable_49-506-js58-87_2018-04-11_08-29-17_9991300,JS58,506,PI_533962,2018-04-11,4cm,47.3735,44.4669,29.1881,25.7294,25.7276,17.8727,30.3252,31.7363,22.0202,,,,,,
4-9-18_Schnable_49-506-js58-87_2018-04-13_08-30-01_10104300,JS58,506,PI_533962,2018-04-13,4cm,52.4165,43.3979,39.6694,30.877,43.2042,17.1056,33.3926,33.848,35.362,29.4943,44.9817,,,,
4-9-18_Schnable_49-506-js58-87_2018-04-16_08-29-57_10291300,JS58,506,PI_533962,2018-04-16,4cm,124.09,45.4187,100.206,32.6903,30.5886,55.0837,7.20865,94.708,42.3584,15.8568,61.9521,69.941,,,
4-9-18_Schnable_49-507-js72-102_2018-04-11_08-31-31_9991400,JS72,507,PI_533997,2018-04-11,4cm,30.242,28.0838,33.9359,25.8418,31.7707,26.3793,18.4438,13.3519,,,,,,,
4-9-18_Schnable_49-507-js72-102_2018-04-13_08-32-15_10104400,JS72,507,PI_533997,2018-04-13,4cm,33.0511,28.0029,34.3365,20.6582,32.4121,23.3386,22.5251,22.5094,31.9291,10.0272,,,,,
4-9-18_Schnable_49-507-js72-102_2018-04-16_08-32-11_10291400,JS72,507,PI_533997,2018-04-16,4cm,41.6622,34.7399,35.6288,24.2999,32.1711,27.381,25.7148,26.1037,21.9468,33.824,,,,,
4-9-18_Schnable_49-508-js75-107_2018-04-11_08-33-45_9991500,JS75,508,PI_534037,2018-04-11,4cm,9.65329,49.5583,46.2061,37.2038,25.4584,22.9742,22.29,,,,,,,,
4-9-18_Schnable_49-508-js75-107_2018-04-13_08-34-30_10104500,JS75,508,PI_534037,2018-04-13,4cm,66.195,48.5233,49.8168,42.0543,28.5342,29.7658,23.5875,,,,,,,,
4-9-18_Schnable_49-508-js75-107_2018-04-16_08-34-25_10291500,JS75,508,PI_534037,2018-04-16,4cm,63.4415,11.244,11.0838,52.1287,46.3628,37.5907,36.5769,30.2692,34.7564,6.32695,,,,,
4-9-18_Schnable_49-509-js241-386_2018-04-11_08-35-58_9991600,JS241,509,PI_656087,2018-04-11,4cm,22.5605,29.7462,35.3237,32.6772,27.4977,10.2775,,,,,,,,,
4-9-18_Schnable_49-509-js241-386_2018-04-13_08-36-43_10104600,JS241,509,PI_656087,2018-04-13,4cm,25.3447,27.4894,28.881,29.334,45.9302,26.3084,42.724,34.8143,,,,,,,
4-9-18_Schnable_49-509-js241-386_2018-04-16_08-36-38_10291600,JS241,509,PI_656087,2018-04-16,4cm,29.9424,36.2384,46.9872,40.2728,24.1069,28.827,31.8304,27.7773,51.0602,45.4887,31.8413,24.6699,92.8514,,
4-9-18_Schnable_49-510-js100-144_2018-04-11_08-38-12_9991700,JS100,510,PI_534148,2018-04-11,4cm,28.6582,27.5349,46.0377,23.446,36.004,25.0866,6.52258,,,,,,,,
4-9-18_Schnable_49-510-js100-144_2018-04-13_08-38-57_10104700,JS100,510,PI_534148,2018-04-13,4cm,23.9056,39.7274,42.7662,32.9829,22.1379,35.9483,33.4432,,,,,,,,
4-9-18_Schnable_49-510-js100-144_2018-04-16_08-38-54_10291700,JS100,510,PI_534148,2018-04-16,4cm,21.9515,29.2182,55.7569,42.5812,42.7804,20.2345,32.3712,49.0234,31.8153,,,,,,
4-9-18_Schnable_49-511-js26-45_2018-04-11_08-40-25_9991800,JS26,511,PI_533842,2018-04-11,4cm,7.16341,35.6755,35.6432,51.9568,34.7269,31.643,34.8881,47.4675,,,,,,,
4-9-18_Schnable_49-511-js26-45_2018-04-13_08-41-12_10104800,JS26,511,PI_533842,2018-04-13,4cm,12.3474,38.7658,18.0899,33.7472,49.7963,30.6785,29.7258,10.3156,28.6562,,,,,,
4-9-18_Schnable_49-511-js26-45_2018-04-16_08-41-10_10291800,JS26,511,PI_533842,2018-04-16,4cm,22.4322,38.4951,40.8619,43.0256,13.4359,46.1085,18.8577,47.0433,,,,,,,
4-9-18_Schnable_49-512-js271-27_2018-04-11_08-42-39_9991900,JS271,512,PI_533792,2018-04-11,4cm,23.7897,23.1466,6.92526,,,,,,,,,,,,
4-9-18_Schnable_49-512-js271-27_2018-04-13_08-43-27_10104900,JS271,512,PI_533792,2018-04-13,4cm,21.627,23.9957,18.138,28.0941,,,,,,,,,,,
4-9-18_Schnable_49-512-js271-27_2018-04-16_08-43-23_10291900,JS271,512,PI_533792,2018-04-16,4cm,30.0719,31.9956,32.6756,30.2642,14.3785,,,,,,,,,,
4-9-18_Schnable_49-513-js151-218_2018-04-11_08-44-52_9992000,JS151,513,PI_595744,2018-04-11,4cm,31.5342,20.1943,18.9842,14.57,19.4667,28.4138,35.2037,29.2967,,,,,,,
4-9-18_Schnable_49-513-js151-218_2018-04-13_08-45-41_10105000,JS151,513,PI_595744,2018-04-13,4cm,29.4208,17.5167,10.6826,25.6521,40.8352,43.1804,24.5225,59.9908,46.4529,10.0963,,,,,
4-9-18_Schnable_49-514-js83-120_2018-04-11_08-47-05_9992100,JS83,514,PI_534097,2018-04-11,4cm,34.3249,28.2495,33.8162,28.1657,22.6346,8.91562,13.0534,,,,,,,,
4-9-18_Schnable_49-514-js83-120_2018-04-13_08-47-54_10105100,JS83,514,PI_534097,2018-04-13,4cm,34.6773,29.2501,37.0092,28.3791,23.556,23.0666,14.9934,27.1824,,,,,,,
4-9-18_Schnable_49-514-js83-120_2018-04-16_08-47-51_10292100,JS83,514,PI_534097,2018-04-16,4cm,14.8933,25.5472,39.5574,35.835,30.0361,33.8728,28.0799,27.4292,27.5483,,,,,,
4-9-18_Schnable_49-515-js234-375_2018-04-11_08-49-20_9992200,JS234,515,PI_656075,2018-04-11,4cm,38.9176,19.1856,44.434,26.9418,51.9042,66.6256,47.4113,69.7843,37.5657,,,,,,
4-9-18_Schnable_49-515-js234-375_2018-04-13_08-50-08_10105200,JS234,515,PI_656075,2018-04-13,4cm,75.7548,16.2436,73.1109,44.2026,4.60236,61.8719,16.1339,86.0363,108.255,103.166,130.662,,,,
4-9-18_Schnable_49-515-js234-375_2018-04-16_08-50-05_10292200,JS234,515,PI_656075,2018-04-16,4cm,60.1615,21.547,47.6333,22.5616,50.5439,4.00692,91.687,30.7884,62.9006,17.7046,49.7847,83.3375,94.5486,61.4933,107.24
4-9-18_Schnable_49-516-js157-226_2018-04-11_08-51-32_9992300,JS157,516,PI_597952,2018-04-11,4cm,41.8243,29.5682,33.5784,37.1144,22.3478,33.9321,27.5556,16.2707,34.1067,36.4192,,,,,
4-9-18_Schnable_49-516-js157-226_2018-04-13_08-52-22_10105300,JS157,516,PI_597952,2018-04-13,4cm,38.2182,31.0972,34.6543,39.1777,49.748,31.6077,35.8226,44.328,34.0076,37.7996,66.4184,32.0668,28.0005,,
4-9-18_Schnable_49-516-js157-226_2018-04-16_08-52-20_10292300,JS157,516,PI_597952,2018-04-16,4cm,37.852,30.2823,42.5133,29.8194,38.6371,36.3661,32.8545,47.4369,39.4111,31.0872,25.9703,33.3109,29.4096,,
4-9-18_Schnable_49-517-js192-301_2018-04-13_08-54-41_10105400,JS192,517,PI_656005,2018-04-13,4cm,21.3406,22.4027,57.9953,30.005,33.7093,23.9138,21.2671,26.4427,41.8021,31.8404,39.626,36.8435,41.5019,,
4-9-18_Schnable_49-517-js192-301_2018-04-16_08-54-33_10292400,JS192,517,PI_656005,2018-04-16,4cm,32.7097,26.0054,28.1217,40.0351,44.1406,35.3546,23.3934,25.1138,57.8669,52.4421,46.5312,56.0623,68.3876,38.2058,44.2847
4-9-18_Schnable_49-519-js228-360_2018-04-11_08-58-14_9992600,JS228,519,PI_656061,2018-04-11,4cm,12.6788,30.2861,11.5872,,,,,,,,,,,,
4-9-18_Schnable_49-519-js228-360_2018-04-13_08-59-06_10105600,JS228,519,PI_656061,2018-04-13,4cm,38.3111,10.4668,9.88221,34.2629,,,,,,,,,,,
4-9-18_Schnable_49-519-js228-360_2018-04-16_08-59-02_10292600,JS228,519,PI_656061,2018-04-16,4cm,47.2351,13.6114,33.0081,5.39833,16.0081,,,,,,,,,,
4-9-18_Schnable_49-520-js294-413_2018-04-11_09-00-27_9992700,JS294,520,PI_656112,2018-04-11,4cm,31.6184,15.3343,39.0378,17.3122,18.3187,13.8321,,,,,,,,,
4-9-18_Schnable_49-520-js294-413_2018-04-13_09-01-20_10105700,JS294,520,PI_656112,2018-04-13,4cm,25.1965,22.5119,28.1955,24.1365,29.2881,10.2012,37.7046,,,,,,,,
4-9-18_Schnable_49-520-js294-413_2018-04-16_09-01-17_10292700,JS294,520,PI_656112,2018-04-16,4cm,27.8669,31.1869,23.0955,22.8499,25.7561,30.4501,78.1199,49.6559,6.97825,37.6319,,,,,
4-9-18_Schnable_49-521-js76-1-108_2018-04-11_09-02-41_9992800,JS76,521,PI_534046,2018-04-11,4cm,12.2149,30.7363,25.8101,20.4056,28.3662,15.3072,,,,,,,,,
4-9-18_Schnable_49-521-js76-1-108_2018-04-13_09-03-36_10105800,JS76,521,PI_534046,2018-04-13,4cm,13.7866,32.3685,26.0313,22.3714,28.8637,19.4273,,,,,,,,,
4-9-18_Schnable_49-521-js76-1-108_2018-04-16_09-03-33_10292800,JS76,521,PI_534046,2018-04-16,4cm,15.6988,35.0217,32.7057,29.4621,26.0331,19.3794,9.74163,,,,,,,,
4-9-18_Schnable_49-522-js269-428_2018-04-11_09-04-56_9992900,JS269,522,PI_659753,2018-04-11,4cm,21.8757,21.1326,42.6603,20.5299,23.1474,27.939,,,,,,,,,
4-9-18_Schnable_49-522-js269-428_2018-04-13_09-05-51_10105900,JS269,522,PI_659753,2018-04-13,4cm,22.2623,20.8904,45.1104,21.1266,20.0007,16.1076,12.8882,,,,,,,,
4-9-18_Schnable_49-522-js269-428_2018-04-16_09-05-48_10292900,JS269,522,PI_659753,2018-04-16,4cm,23.1408,24.7846,45.9059,23.7319,27.9646,13.9755,38.5584,23.8984,,,,,,,
4-9-18_Schnable_49-523-js261-419_2018-04-11_09-07-11_9993000,JS261,523,PI_656118,2018-04-11,4cm,31.9127,26.8933,29.336,3.78181,24.1233,,,,,,,,,,
4-9-18_Schnable_49-523-js261-419_2018-04-13_09-08-07_10106000,JS261,523,PI_656118,2018-04-13,4cm,29.3124,30.8194,27.5022,32.4917,26.8214,21.7573,,,,,,,,,
4-9-18_Schnable_49-523-js261-419_2018-04-16_09-08-03_10293000,JS261,523,PI_656118,2018-04-16,4cm,27.6522,28.9144,28.8239,37.0919,17.8977,24.264,11.8617,,,,,,,,
4-9-18_Schnable_49-524-js21-35_2018-04-11_09-09-26_9993100,JS21,524,PI_533821,2018-04-11,4cm,31.1037,27.0272,35.3418,45.2438,29.9097,46.2681,47.8694,25.8133,38.616,36.0409,,,,,
4-9-18_Schnable_49-524-js21-35_2018-04-13_09-10-22_10106100,JS21,524,PI_533821,2018-04-13,4cm,21.4301,20.6792,39.6996,41.3458,43.3155,43.5761,17.2603,21.3489,32.3671,35.9194,,,,,
4-9-18_Schnable_49-524-js21-35_2018-04-16_09-10-25_10293100,JS21,524,PI_533821,2018-04-16,4cm,33.6132,26.8,27.3911,42.9709,50.3601,52.337,50.434,12.4143,31.7263,60.9602,35.3226,29.776,,,
4-9-18_Schnable_49-525-js121-176_2018-04-11_09-11-40_9993200,JS121,525,PI_576350,2018-04-11,4cm,49.8764,45.1486,41.484,33.5654,22.0145,40.7097,34.031,,,,,,,,
4-9-18_Schnable_49-525-js121-176_2018-04-13_09-12-38_10106200,JS121,525,PI_576350,2018-04-13,4cm,56.5771,47.1917,45.2858,36.4452,44.1848,35.9631,6.08612,,,,,,,,
4-9-18_Schnable_49-525-js121-176_2018-04-16_09-12-36_10293200,JS121,525,PI_576350,2018-04-16,4cm,65.7285,27.9838,97.1963,5.26887,97.2516,5.07671,84.7386,74.4844,70.1937,65.5974,,,,,
4-9-18_Schnable_49-526-js79-1-111_2018-04-11_09-13-55_9993300,JS79,526,PI_534054,2018-04-11,4cm,30.3323,23.9389,25.6998,51.2559,37.3992,22.6415,26.5862,,,,,,,,
4-9-18_Schnable_49-526-js79-1-111_2018-04-13_09-14-55_10106300,JS79,526,PI_534054,2018-04-13,4cm,31.3783,21.1588,39.3951,27.8568,61.6268,43.7087,29.2869,31.686,32.3731,,,,,,
4-9-18_Schnable_49-526-js79-1-111_2018-04-16_09-14-52_10293300,JS79,526,PI_534054,2018-04-16,4cm,33.5518,25.5071,68.2134,53.5795,66.2598,36.3527,34.7644,32.248,27.8886,40.9956,,,,,
4-9-18_Schnable_49-527-js38-64_2018-04-11_09-16-10_9993400,JS38,527,PI_533910,2018-04-11,4cm,33.9018,35.9658,29.465,31.7418,10.3365,40.6613,43.5929,24.0356,9.06713,,,,,,
4-9-18_Schnable_49-527-js38-64_2018-04-13_09-17-11_10106400,JS38,527,PI_533910,2018-04-13,4cm,43.1347,24.2062,17.3163,27.3672,6.0726,26.8777,36.84,4.76103,24.8182,,,,,,
4-9-18_Schnable_49-527-js38-64_2018-04-16_09-17-07_10293400,JS38,527,PI_533910,2018-04-16,4cm,17.6435,14.2058,23.3935,47.3018,31.6877,43.1379,25.5925,55.8789,53.9911,49.9126,24.6588,57.0843,17.2689,28.2581,49.2265
4-9-18_Schnable_49-528-js131-1-190_2018-04-11_09-18-26_9993500,JS131,528,PI_576387,2018-04-11,4cm,32.7219,37.0311,24.6374,38.4533,25.0344,29.7969,20.4556,7.7904,,,,,,,
