plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14
4-9-18_Schnable_49-491-js262-420_2018-04-13_07-56-20_10102800,JS262,491,PI_656119,2018-04-13,12cm,43.089,33.4063,37.6305,30.0187,33.7033,28.9116,22.2001,11.2271,,,,,,,
4-9-18_Schnable_49-491-js262-420_2018-04-16_07-56-23_10289800,JS262,491,PI_656119,2018-04-16,12cm,52.61,27.8612,40.4073,33.8154,40.8971,37.3916,23.3325,18.5796,,,,,,,
4-9-18_Schnable_49-493-js254-408_2018-04-11_08-00-19_9990000,JS254,493,PI_656108,2018-04-11,12cm,28.4885,45.9614,20.5104,15.002,20.7214,20.155,24.843,25.8095,,,,,,,
4-9-18_Schnable_49-493-js254-408_2018-04-13_08-00-53_10103000,JS254,493,PI_656108,2018-04-13,12cm,36.0378,33.0293,20.9559,13.4937,17.2833,22.1939,11.7482,6.5339,20.0271,17.8515,36.2557,,,,
4-9-18_Schnable_49-493-js254-408_2018-04-16_08-00-53_10290000,JS254,493,PI_656108,2018-04-16,12cm,61.7861,30.8218,21.1741,11.5215,20.5991,22.4101,9.63666,12.948,22.8289,43.9681,,,,,
4-9-18_Schnable_49-494-js59-2-88_2018-04-11_08-02-32_9990100,JS59,494,PI_533964,2018-04-11,12cm,50.8062,43.8858,32.5538,35.9571,31.0044,19.0114,22.1041,33.2259,26.4874,19.2647,,,,,
4-9-18_Schnable_49-494-js59-2-88_2018-04-13_08-03-08_10103100,JS59,494,PI_533964,2018-04-13,12cm,46.6133,29.9929,35.4526,14.8419,25.3523,40.4098,13.0335,22.0252,5.47522,24.9406,6.67618,,,,
4-9-18_Schnable_49-494-js59-2-88_2018-04-16_08-03-06_10290100,JS59,494,PI_533964,2018-04-16,12cm,45.2435,29.9365,33.4038,29.368,32.2911,27.1364,6.92067,29.2944,15.9443,0.902223,5.25199,2.99035,,,
4-9-18_Schnable_49-495-js28-2-48_2018-04-11_08-04-45_9990200,JS28,495,PI_533852,2018-04-11,12cm,60.0392,44.2332,46.1804,31.5435,45.7984,36.8744,31.8078,36.3606,37.0402,17.8136,36.1796,,,,
4-9-18_Schnable_49-495-js28-2-48_2018-04-13_08-05-22_10103200,JS28,495,PI_533852,2018-04-13,12cm,59.4673,44.1217,39.6947,36.4015,36.863,20.6244,76.6071,77.8599,18.6745,39.2024,8.95897,,,,
4-9-18_Schnable_49-495-js28-2-48_2018-04-16_08-05-19_10290200,JS28,495,PI_533852,2018-04-16,12cm,45.0919,42.0949,50.7769,38.5809,21.4774,80.3377,74.8698,46.7264,64.8308,66.2736,20.3084,28.433,35.2017,39.3836,
4-9-18_Schnable_49-496-js233-371_2018-04-11_08-06-59_9990300,JS233,496,PI_656071,2018-04-11,12cm,52.0437,50.7828,42.4555,50.9722,41.1808,29.102,34.1529,15.4978,,,,,,,
4-9-18_Schnable_49-496-js233-371_2018-04-13_08-07-35_10103300,JS233,496,PI_656071,2018-04-13,12cm,60.0152,59.9784,41.9981,51.0252,44.5933,35.2596,42.187,16.7094,24.3058,,,,,,
4-9-18_Schnable_49-496-js233-371_2018-04-16_08-07-34_10290300,JS233,496,PI_656071,2018-04-16,12cm,57.2782,38.6659,39.2267,62.2379,46.72,60.4248,25.0898,31.9038,30.4367,51.6234,45.7231,,,,
4-9-18_Schnable_49-497-js243-388_2018-04-11_08-09-13_9990400,JS243,497,PI_656089,2018-04-11,12cm,52.558,57.58,54.2858,35.4032,27.3387,,,,,,,,,,
4-9-18_Schnable_49-497-js243-388_2018-04-13_08-09-49_10103400,JS243,497,PI_656089,2018-04-13,12cm,55.7317,49.8384,58.2429,29.3453,32.5167,40.8708,,,,,,,,,
4-9-18_Schnable_49-497-js243-388_2018-04-16_08-09-48_10290400,JS243,497,PI_656089,2018-04-16,12cm,55.7415,49.8447,65.1558,38.4735,28.8182,39.3853,34.2041,,,,,,,,
4-9-18_Schnable_49-498-js169-241_2018-04-11_08-11-26_9990500,JS169,498,PI_597976,2018-04-11,12cm,67.8096,63.847,55.7245,49.2493,20.4078,10.4397,,,,,,,,,
4-9-18_Schnable_49-498-js169-241_2018-04-13_08-12-05_10103500,JS169,498,PI_597976,2018-04-13,12cm,71.1986,63.5124,58.4529,53.5642,34.1961,29.5632,21.483,,,,,,,,
4-9-18_Schnable_49-498-js169-241_2018-04-16_08-12-02_10290500,JS169,498,PI_597976,2018-04-16,12cm,70.4176,60.8829,43.5615,62.684,74.2047,55.7131,6.7754,56.3803,26.1924,22.5921,20.0117,,,,
4-9-18_Schnable_49-500-js234-375_2018-04-11_08-15-54_9990700,JS234,500,PI_656075,2018-04-11,12cm,54.2847,52.3641,28.0401,45.0254,28.7111,18.849,,,,,,,,,
4-9-18_Schnable_49-500-js234-375_2018-04-13_08-16-34_10103700,JS234,500,PI_656075,2018-04-13,12cm,60.6081,50.8508,32.5339,42.2677,37.6368,27.2714,,,,,,,,,
4-9-18_Schnable_49-500-js234-375_2018-04-16_08-16-30_10290700,JS234,500,PI_656075,2018-04-16,12cm,61.1895,37.3391,13.547,40.0539,37.8727,67.9553,68.0599,19.3443,41.4062,26.8768,36.3536,,,,
4-9-18_Schnable_49-501-js196-305_2018-04-11_08-18-10_9990800,JS196,501,PI_656009,2018-04-11,12cm,55.2946,38.6606,30.9342,19.8217,34.8643,15.694,6.90359,11.8887,38.6498,,,,,,
4-9-18_Schnable_49-501-js196-305_2018-04-13_08-18-49_10103800,JS196,501,PI_656009,2018-04-13,12cm,34.9631,28.8357,29.1173,26.744,20.7282,21.6435,23.9785,30.8871,,,,,,,
4-9-18_Schnable_49-501-js196-305_2018-04-16_08-18-44_10290800,JS196,501,PI_656009,2018-04-16,12cm,34.1961,33.291,28.3744,26.8042,20.0405,22.5592,13.4588,23.4156,32.2281,26.5062,17.7626,17.0554,,,
4-9-18_Schnable_49-502-js8-16_2018-04-11_08-20-23_9990900,JS8,502,PI_533758,2018-04-11,12cm,40.723,46.3362,35.2193,35.4831,23.0132,25.6837,31.4031,,,,,,,,
4-9-18_Schnable_49-502-js8-16_2018-04-13_08-21-02_10103900,JS8,502,PI_533758,2018-04-13,12cm,38.96,51.0166,41.7223,25.8189,62.5926,60.0205,23.1946,13.5339,26.7107,,,,,,
4-9-18_Schnable_49-502-js8-16_2018-04-16_08-20-58_10290900,JS8,502,PI_533758,2018-04-16,12cm,41.9768,46.342,45.8185,46.0305,42.4766,37.2539,27.6596,40.9872,15.7358,21.4512,,,,,
4-9-18_Schnable_49-503-js261-419_2018-04-11_08-22-36_9991000,JS261,503,PI_656118,2018-04-11,12cm,41.1615,33.9794,29.4109,25.3007,19.9098,14.7003,12.8807,,,,,,,,
4-9-18_Schnable_49-503-js261-419_2018-04-13_08-23-17_10104000,JS261,503,PI_656118,2018-04-13,12cm,41.7403,34.6064,31.6498,26.9957,25.6356,27.6658,12.3338,,,,,,,,
4-9-18_Schnable_49-503-js261-419_2018-04-16_08-23-12_10291000,JS261,503,PI_656118,2018-04-16,12cm,39.9754,35.9387,31.2773,28.438,32.4365,20.2476,14.7537,20.9255,,,,,,,
4-9-18_Schnable_49-505-js54-83_2018-04-11_08-27-04_9991200,JS54,505,PI_533955,2018-04-11,12cm,38.7491,37.4379,41.2631,42.9648,24.7179,31.2554,,,,,,,,,
4-9-18_Schnable_49-505-js54-83_2018-04-13_08-27-47_10104200,JS54,505,PI_533955,2018-04-13,12cm,43.0202,37.5695,44.8136,29.6414,27.9763,38.625,,,,,,,,,
4-9-18_Schnable_49-505-js54-83_2018-04-16_08-27-42_10291200,JS54,505,PI_533955,2018-04-16,12cm,40.4532,35.8642,45.5474,40.7376,25.4982,22.8758,43.724,,,,,,,,
4-9-18_Schnable_49-506-js58-87_2018-04-11_08-29-17_9991300,JS58,506,PI_533962,2018-04-11,12cm,49.8527,33.3249,33.5621,26.0554,21.0756,25.2018,13.0076,22.933,27.3384,,,,,,
4-9-18_Schnable_49-506-js58-87_2018-04-13_08-30-01_10104300,JS58,506,PI_533962,2018-04-13,12cm,51.295,32.168,32.6198,21.6761,44.5112,30.3137,30.4482,29.0501,16.2147,22.7383,20.016,,,,
4-9-18_Schnable_49-506-js58-87_2018-04-16_08-29-57_10291300,JS58,506,PI_533962,2018-04-16,12cm,121.747,52.2446,97.5404,21.2125,18.3825,59.8589,3.58168,53.2039,43.5301,9.41893,74.069,67.4036,,,
4-9-18_Schnable_49-507-js72-102_2018-04-11_08-31-31_9991400,JS72,507,PI_533997,2018-04-11,12cm,38.8986,38.2269,37.3656,28.5235,23.1308,21.6317,20.0342,16.3962,,,,,,,
4-9-18_Schnable_49-507-js72-102_2018-04-13_08-32-15_10104400,JS72,507,PI_533997,2018-04-13,12cm,40.8063,34.726,42.3697,24.061,29.3237,20.5684,20.3409,13.7782,16.7561,5.09389,,,,,
4-9-18_Schnable_49-507-js72-102_2018-04-16_08-32-11_10291400,JS72,507,PI_533997,2018-04-16,12cm,42.2831,40.3592,40.6844,29.9663,30.4312,25.3773,22.9308,17.6679,11.0537,21.5821,,,,,
4-9-18_Schnable_49-508-js75-107_2018-04-11_08-33-45_9991500,JS75,508,PI_534037,2018-04-11,12cm,41.5012,61.6991,61.4901,50.7118,33.2875,29.3625,31.7088,,,,,,,,
4-9-18_Schnable_49-508-js75-107_2018-04-13_08-34-30_10104500,JS75,508,PI_534037,2018-04-13,12cm,87.4946,60.6312,62.6106,55.4946,38.0952,32.5597,29.5735,,,,,,,,
4-9-18_Schnable_49-508-js75-107_2018-04-16_08-34-25_10291500,JS75,508,PI_534037,2018-04-16,12cm,80.0689,40.9833,11.0838,63.7651,59.4383,48.4465,46.1168,46.0904,22.6916,14.0436,,,,,
4-9-18_Schnable_49-509-js241-386_2018-04-11_08-35-58_9991600,JS241,509,PI_656087,2018-04-11,12cm,34.4086,37.2707,31.2069,28.098,18.1708,23.9854,,,,,,,,,
4-9-18_Schnable_49-509-js241-386_2018-04-13_08-36-43_10104600,JS241,509,PI_656087,2018-04-13,12cm,36.0415,37.297,31.5171,34.0255,22.7912,25.0528,22.6512,30.0979,,,,,,,
4-9-18_Schnable_49-509-js241-386_2018-04-16_08-36-38_10291600,JS241,509,PI_656087,2018-04-16,12cm,37.718,39.5754,40.2355,34.5607,24.5249,16.4716,34.2885,14.9131,16.7589,24.1333,18.8709,29.9677,49.5342,,
4-9-18_Schnable_49-510-js100-144_2018-04-11_08-38-12_9991700,JS100,510,PI_534148,2018-04-11,12cm,34.8038,33.5745,44.9927,32.2149,25.5429,23.0882,6.21972,,,,,,,,
4-9-18_Schnable_49-510-js100-144_2018-04-13_08-38-57_10104700,JS100,510,PI_534148,2018-04-13,12cm,28.6966,31.7016,47.6455,28.7842,25.0346,26.3864,26.2785,,,,,,,,
4-9-18_Schnable_49-510-js100-144_2018-04-16_08-38-54_10291700,JS100,510,PI_534148,2018-04-16,12cm,19.2385,25.6714,57.314,40.3765,38.718,17.1526,15.4794,37.8056,35.797,,,,,,
4-9-18_Schnable_49-511-js26-45_2018-04-11_08-40-25_9991800,JS26,511,PI_533842,2018-04-11,12cm,17.8857,44.8129,36.6488,47.5923,32.6033,27.0408,17.1782,39.1152,,,,,,,
4-9-18_Schnable_49-511-js26-45_2018-04-13_08-41-12_10104800,JS26,511,PI_533842,2018-04-13,12cm,16.2022,47.1967,39.0898,35.1223,82.3018,22.4319,23.7012,30.3914,35.7445,,,,,,
4-9-18_Schnable_49-511-js26-45_2018-04-16_08-41-10_10291800,JS26,511,PI_533842,2018-04-16,12cm,39.148,43.1495,53.0228,39.1326,34.5595,37.3716,22.9246,27.5789,,,,,,,
4-9-18_Schnable_49-512-js271-27_2018-04-11_08-42-39_9991900,JS271,512,PI_533792,2018-04-11,12cm,25.7972,24.4199,8.811,,,,,,,,,,,,
4-9-18_Schnable_49-512-js271-27_2018-04-13_08-43-27_10104900,JS271,512,PI_533792,2018-04-13,12cm,24.2219,25.1984,5.66925,23.4759,,,,,,,,,,,
4-9-18_Schnable_49-512-js271-27_2018-04-16_08-43-23_10291900,JS271,512,PI_533792,2018-04-16,12cm,23.9249,25.1833,24.372,33.8113,8.69653,,,,,,,,,,
4-9-18_Schnable_49-513-js151-218_2018-04-11_08-44-52_9992000,JS151,513,PI_595744,2018-04-11,12cm,36.9571,25.0543,23.5436,20.6956,19.0586,17.7251,22.4387,14.3423,,,,,,,
4-9-18_Schnable_49-513-js151-218_2018-04-13_08-45-41_10105000,JS151,513,PI_595744,2018-04-13,12cm,35.744,25.3929,16.0056,25.6938,36.866,28.5476,27.4555,26.3466,30.1166,23.3733,,,,,
4-9-18_Schnable_49-514-js83-120_2018-04-11_08-47-05_9992100,JS83,514,PI_534097,2018-04-11,12cm,44.4817,40.0175,41.2557,34.3686,23.4463,18.2442,5.38853,,,,,,,,
4-9-18_Schnable_49-514-js83-120_2018-04-13_08-47-54_10105100,JS83,514,PI_534097,2018-04-13,12cm,43.3689,38.029,42.4407,36.0832,23.6838,10.6882,12.6702,19.1465,,,,,,,
4-9-18_Schnable_49-514-js83-120_2018-04-16_08-47-51_10292100,JS83,514,PI_534097,2018-04-16,12cm,37.8529,40.9665,42.8879,41.5717,27.5892,28.4086,13.6305,13.6394,17.5192,,,,,,
4-9-18_Schnable_49-515-js234-375_2018-04-11_08-49-20_9992200,JS234,515,PI_656075,2018-04-11,12cm,51.654,31.5967,42.5657,24.8078,36.2944,29.9573,43.0059,64.924,49.9844,,,,,,
4-9-18_Schnable_49-515-js234-375_2018-04-13_08-50-08_10105200,JS234,515,PI_656075,2018-04-13,12cm,78.7067,12.5093,74.576,48.7319,8.61942,65.342,2.69668,66.3244,108.255,103.166,130.662,,,,
4-9-18_Schnable_49-515-js234-375_2018-04-16_08-50-05_10292200,JS234,515,PI_656075,2018-04-16,12cm,61.8703,22.4702,54.7043,18.8235,46.4321,4.37166,50.8073,59.844,26.7399,26.1409,38.9843,98.8375,96.9132,65.5192,115.871
4-9-18_Schnable_49-516-js157-226_2018-04-11_08-51-32_9992300,JS157,516,PI_597952,2018-04-11,12cm,48.141,35.5368,41.8834,34.3549,32.7016,30.0961,19.7042,7.68756,21.796,25.1689,,,,,
4-9-18_Schnable_49-516-js157-226_2018-04-13_08-52-22_10105300,JS157,516,PI_597952,2018-04-13,12cm,47.9111,39.5118,41.6888,38.8507,20.9378,23.9546,16.7804,41.715,24.1082,34.9487,27.9447,17.9194,26.776,,
4-9-18_Schnable_49-516-js157-226_2018-04-16_08-52-20_10292300,JS157,516,PI_597952,2018-04-16,12cm,45.3003,39.8346,45.8643,48.2623,48.3542,49.3068,36.9064,37.8131,28.7369,14.609,3.82546,25.3449,32.6731,,
4-9-18_Schnable_49-517-js192-301_2018-04-13_08-54-41_10105400,JS192,517,PI_656005,2018-04-13,12cm,26.1264,22.4027,57.9953,30.005,48.2464,35.4955,25.2471,35.706,43.965,52.8635,45.2625,34.0955,27.2387,,
4-9-18_Schnable_49-517-js192-301_2018-04-16_08-54-33_10292400,JS192,517,PI_656005,2018-04-16,12cm,31.855,26.0054,41.7052,49.6919,69.0063,39.0751,20.8907,40.1552,27.9596,54.6556,47.5729,104.485,34.5525,33.3117,43.852
4-9-18_Schnable_49-519-js228-360_2018-04-11_08-58-14_9992600,JS228,519,PI_656061,2018-04-11,12cm,31.2655,41.1034,8.1285,,,,,,,,,,,,
4-9-18_Schnable_49-519-js228-360_2018-04-13_08-59-06_10105600,JS228,519,PI_656061,2018-04-13,12cm,45.9153,28.148,7.57676,46.7276,,,,,,,,,,,
4-9-18_Schnable_49-519-js228-360_2018-04-16_08-59-02_10292600,JS228,519,PI_656061,2018-04-16,12cm,55.2743,8.21198,44.8954,4.80595,21.9046,,,,,,,,,,
4-9-18_Schnable_49-520-js294-413_2018-04-11_09-00-27_9992700,JS294,520,PI_656112,2018-04-11,12cm,34.6962,15.5003,28.736,26.6535,5.32311,19.963,,,,,,,,,
4-9-18_Schnable_49-520-js294-413_2018-04-13_09-01-20_10105700,JS294,520,PI_656112,2018-04-13,12cm,26.1096,24.3383,20.1639,16.1518,16.179,7.62481,16.4327,,,,,,,,
4-9-18_Schnable_49-520-js294-413_2018-04-16_09-01-17_10292700,JS294,520,PI_656112,2018-04-16,12cm,22.3701,28.8667,11.4948,20.6552,22.9133,29.8982,32.2636,32.7744,25.2078,43.0454,,,,,
4-9-18_Schnable_49-521-js76-1-108_2018-04-11_09-02-41_9992800,JS76,521,PI_534046,2018-04-11,12cm,27.4274,41.3393,20.9468,23.9005,24.1459,14.7085,,,,,,,,,
4-9-18_Schnable_49-521-js76-1-108_2018-04-13_09-03-36_10105800,JS76,521,PI_534046,2018-04-13,12cm,33.1367,43.8339,21.6864,27.9365,22.0134,14.4543,,,,,,,,,
4-9-18_Schnable_49-521-js76-1-108_2018-04-16_09-03-33_10292800,JS76,521,PI_534046,2018-04-16,12cm,30.8064,44.074,28.0779,38.2706,22.7154,13.5946,12.7639,,,,,,,,
4-9-18_Schnable_49-522-js269-428_2018-04-11_09-04-56_9992900,JS269,522,PI_659753,2018-04-11,12cm,31.3219,30.6758,47.2283,25.2683,17.941,23.5894,,,,,,,,,
4-9-18_Schnable_49-522-js269-428_2018-04-13_09-05-51_10105900,JS269,522,PI_659753,2018-04-13,12cm,29.5182,28.6216,49.6221,26.3392,24.3025,14.632,29.8452,,,,,,,,
4-9-18_Schnable_49-522-js269-428_2018-04-16_09-05-48_10292900,JS269,522,PI_659753,2018-04-16,12cm,29.7736,27.4888,50.8995,27.2283,33.2355,14.3021,26.8945,26.3758,,,,,,,
4-9-18_Schnable_49-523-js261-419_2018-04-11_09-07-11_9993000,JS261,523,PI_656118,2018-04-11,12cm,32.1952,33.4388,28.9049,2.2984,25.6943,,,,,,,,,,
4-9-18_Schnable_49-523-js261-419_2018-04-13_09-08-07_10106000,JS261,523,PI_656118,2018-04-13,12cm,31.0976,34.7447,28.4136,33.2673,9.68402,18.558,,,,,,,,,
4-9-18_Schnable_49-523-js261-419_2018-04-16_09-08-03_10293000,JS261,523,PI_656118,2018-04-16,12cm,30.5154,35.2623,30.2343,38.971,13.1715,13.024,15.5774,,,,,,,,
4-9-18_Schnable_49-524-js21-35_2018-04-11_09-09-26_9993100,JS21,524,PI_533821,2018-04-11,12cm,29.6723,26.6246,30.4377,38.0898,28.1352,22.3895,46.6129,15.6905,23.4729,38.2729,,,,,
4-9-18_Schnable_49-524-js21-35_2018-04-13_09-10-22_10106100,JS21,524,PI_533821,2018-04-13,12cm,22.4096,33.0214,49.9968,41.2917,44.2393,34.4703,28.1731,28.7174,18.3706,33.0002,,,,,
4-9-18_Schnable_49-524-js21-35_2018-04-16_09-10-25_10293100,JS21,524,PI_533821,2018-04-16,12cm,34.3984,28.3301,28.3408,35.5319,41.1256,24.4225,50.5158,29.6242,26.2458,41.1377,23.3229,25.6581,,,
4-9-18_Schnable_49-525-js121-176_2018-04-11_09-11-40_9993200,JS121,525,PI_576350,2018-04-11,12cm,66.8972,61.8246,56.0605,49.8728,27.2521,27.6094,34.0106,,,,,,,,
4-9-18_Schnable_49-525-js121-176_2018-04-13_09-12-38_10106200,JS121,525,PI_576350,2018-04-13,12cm,74.4088,61.1562,57.9498,53.9757,44.8829,24.3405,22.336,,,,,,,,
4-9-18_Schnable_49-525-js121-176_2018-04-16_09-12-36_10293200,JS121,525,PI_576350,2018-04-16,12cm,79.6533,37.3869,109.108,14.0928,101.912,2.7239,94.953,76.0527,57.6151,64.1345,,,,,
4-9-18_Schnable_49-526-js79-1-111_2018-04-11_09-13-55_9993300,JS79,526,PI_534054,2018-04-11,12cm,41.4978,30.4993,29.32,41.2597,28.4966,11.4227,20.7004,,,,,,,,
4-9-18_Schnable_49-526-js79-1-111_2018-04-13_09-14-55_10106300,JS79,526,PI_534054,2018-04-13,12cm,42.4912,14.3849,38.3534,24.7016,64.2172,30.6697,20.7714,22.5967,19.5164,,,,,,
4-9-18_Schnable_49-526-js79-1-111_2018-04-16_09-14-52_10293300,JS79,526,PI_534054,2018-04-16,12cm,43.4326,36.0472,67.8808,66.9432,61.5716,32.1349,26.1838,23.5397,29.7077,30.4287,,,,,
4-9-18_Schnable_49-527-js38-64_2018-04-11_09-16-10_9993400,JS38,527,PI_533910,2018-04-11,12cm,22.0679,29.959,17.2125,28.732,22.6045,30.3094,2.58233,17.0904,15.9814,,,,,,
4-9-18_Schnable_49-527-js38-64_2018-04-13_09-17-11_10106400,JS38,527,PI_533910,2018-04-13,12cm,33.3794,20.1761,16.3125,33.2832,17.1051,32.8765,29.5533,8.45645,18.7743,,,,,,
4-9-18_Schnable_49-527-js38-64_2018-04-16_09-17-07_10293400,JS38,527,PI_533910,2018-04-16,12cm,16.7722,12.6966,10.4819,35.5448,22.6317,18.0513,13.0299,38.2428,29.1479,26.1195,17.7381,39.7789,38.2146,37.5806,15.0244
4-9-18_Schnable_49-528-js131-1-190_2018-04-11_09-18-26_9993500,JS131,528,PI_576387,2018-04-11,12cm,94.4979,39.2541,48.04,34.3062,38.8715,32.1144,25.42,16.142,6.08122,,,,,,
4-9-18_Schnable_49-528-js131-1-190_2018-04-13_09-19-26_10106500,JS131,528,PI_576387,2018-04-13,12cm,54.8489,57.9106,44.0094,36.6988,44.0596,63.9313,23.8225,19.9266,5.38438,,,,,,
4-9-18_Schnable_49-528-js131-1-190_2018-04-16_09-19-25_10293500,JS131,528,PI_576387,2018-04-16,12cm,44.3691,51.478,38.3986,43.48,46.1627,44.2631,31.7552,32.7007,20.5762,3.32402,,,,,
4-9-18_Schnable_49-529-js90-127_2018-04-11_09-20-46_9993600,JS90,529,PI_534114,2018-04-11,12cm,37.9309,28.6853,39.6927,22.2412,13.4751,12.4453,15.4251,,,,,,,,
4-9-18_Schnable_49-529-js90-127_2018-04-13_09-21-42_10106600,JS90,529,PI_534114,2018-04-13,12cm,39.6174,29.0775,42.064,21.1499,20.6781,18.1028,24.9024,,,,,,,,
4-9-18_Schnable_49-529-js90-127_2018-04-16_09-21-45_10293600,JS90,529,PI_534114,2018-04-16,12cm,38.1924,31.3801,41.3256,24.3939,22.9891,18.3101,17.8969,18.7919,,,,,,,
4-9-18_Schnable_49-530-js52-81_2018-04-11_09-22-57_9993700,JS52,530,PI_533949,2018-04-11,12cm,42.8924,33.3562,47.776,30.5223,25.2767,87.8295,90.7559,35.521,25.539,17.6351,14.6097,,,,
4-9-18_Schnable_49-530-js52-81_2018-04-13_09-23-58_10106700,JS52,530,PI_533949,2018-04-13,12cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-530-js52-81_2018-04-16_09-24-02_10293700,JS52,530,PI_533949,2018-04-16,12cm,85.3537,61.0596,83.5559,87.075,16.6681,68.0464,29.407,61.4064,42.4661,28.5956,56.2112,37.5195,126.681,118.209,26.4489
4-9-18_Schnable_49-531-js85-122_2018-04-11_09-25-13_9993800,JS85,531,PI_534101,2018-04-11,12cm,48.4236,45.73,39.2086,34.1666,22.1263,30.6199,32.46,35.1627,,,,,,,
4-9-18_Schnable_49-531-js85-122_2018-04-13_09-26-13_10106800,JS85,531,PI_534101,2018-04-13,12cm,50.2466,45.4205,43.1835,31.7638,26.4644,27.6621,18.8936,16.693,11.8926,,,,,,
4-9-18_Schnable_49-531-js85-122_2018-04-16_09-26-19_10293800,JS85,531,PI_534101,2018-04-16,12cm,73.4129,75.5723,44.921,53.6594,29.1552,6.64856,47.7015,37.3466,26.0801,111.927,107.403,,,,
4-9-18_Schnable_49-532-js245-393_2018-04-11_09-27-28_9993900,JS245,532,PI_656094,2018-04-11,12cm,52.1635,51.946,44.557,40.292,36.0379,31.2482,22.373,18.0796,24.1075,13.7417,,,,,
4-9-18_Schnable_49-532-js245-393_2018-04-13_09-28-29_10106900,JS245,532,PI_656094,2018-04-13,12cm,54.2167,52.2622,46.0093,43.4779,36.4948,32.0591,21.0327,12.6819,21.2276,,,,,,
4-9-18_Schnable_49-532-js245-393_2018-04-16_09-28-36_10293900,JS245,532,PI_656094,2018-04-16,12cm,42.4501,40.2667,89.8464,87.4598,48.0104,26.1809,81.3771,82.4815,53.1559,55.4762,26.8393,12.5306,22.1953,,
4-9-18_Schnable_49-533-js218-341_2018-04-11_09-29-43_9994000,JS218,533,PI_656044,2018-04-11,12cm,38.1925,19.1981,14.9685,26.2794,23.2451,24.5557,27.7407,18.0006,,,,,,,
4-9-18_Schnable_49-533-js218-341_2018-04-13_09-30-46_10107000,JS218,533,PI_656044,2018-04-13,12cm,35.2773,20.4687,28.2897,24.6644,26.1381,25.9934,17.4659,,,,,,,,
4-9-18_Schnable_49-533-js218-341_2018-04-16_09-30-52_10294000,JS218,533,PI_656044,2018-04-16,12cm,34.6513,20.8856,29.4271,19.9625,25.1778,15.6586,9.15008,26.8067,14.7324,23.5654,,,,,
4-9-18_Schnable_49-534-js202-315_2018-04-11_09-31-58_9994100,JS202,534,PI_656019,2018-04-11,12cm,56.0411,52.9104,39.5327,2.56216,32.9395,,,,,,,,,,
4-9-18_Schnable_49-534-js202-315_2018-04-13_09-33-03_10107100,JS202,534,PI_656019,2018-04-13,12cm,53.2179,54.3633,40.9267,37.91,14.8667,44.4221,,,,,,,,,
4-9-18_Schnable_49-534-js202-315_2018-04-16_09-33-11_10294100,JS202,534,PI_656019,2018-04-16,12cm,57.022,65.9804,48.7918,45.572,35.9354,27.4069,17.0964,,,,,,,,
4-9-18_Schnable_49-535-js84-121_2018-04-11_09-34-13_9994200,JS84,535,PI_534099,2018-04-11,12cm,40.989,34.7512,40.0811,25.0361,32.6205,33.3112,25.7963,,,,,,,,
4-9-18_Schnable_49-535-js84-121_2018-04-13_09-35-19_10107200,JS84,535,PI_534099,2018-04-13,12cm,21.2376,43.6088,32.6511,43.6489,22.9809,25.6515,26.4545,38.3181,4.29035,,,,,,
4-9-18_Schnable_49-535-js84-121_2018-04-16_09-35-29_10294200,JS84,535,PI_534099,2018-04-16,12cm,41.494,45.5867,32.7015,76.9347,92.1273,84.5165,31.9142,31.1795,25.8237,28.4183,41.5123,18.9248,,,
4-9-18_Schnable_49-536-js159-3-228_2018-04-11_09-36-30_9994300,JS159,536,PI_597958,2018-04-11,12cm,36.0432,30.931,58.4809,33.6303,12.7674,36.8483,,,,,,,,,
4-9-18_Schnable_49-536-js159-3-228_2018-04-13_09-37-36_10107300,JS159,536,PI_597958,2018-04-13,12cm,26.0091,27.4261,66.4854,37.7603,7.12489,13.7508,32.7386,,,,,,,,
4-9-18_Schnable_49-536-js159-3-228_2018-04-16_09-37-46_10294300,JS159,536,PI_597958,2018-04-16,12cm,16.2314,36.039,32.4859,22.4427,62.688,37.1332,9.70837,14.145,24.8885,40.9956,,,,,
4-9-18_Schnable_49-537-js250-402_2018-04-11_09-38-46_9994400,JS250,537,PI_656102,2018-04-11,12cm,52.5625,58.9685,59.6182,48.6723,46.027,27.631,33.784,24.9342,,,,,,,
4-9-18_Schnable_49-537-js250-402_2018-04-13_09-39-52_10107400,JS250,537,PI_656102,2018-04-13,12cm,54.0313,56.9269,61.0094,46.9191,48.9278,30.0618,20.6157,17.1134,26.3186,,,,,,
4-9-18_Schnable_49-537-js250-402_2018-04-16_09-40-03_10294400,JS250,537,PI_656102,2018-04-16,12cm,54.5649,79.2011,57.0429,63.563,50.8733,51.2134,39.8504,36.6514,26.0588,16.5289,22.8619,,,,
4-9-18_Schnable_49-538-js284-177_2018-04-11_09-41-02_9994500,JS284,538,PI_576352,2018-04-11,12cm,26.9117,53.3141,36.5322,42.788,17.9158,11.2604,16.6462,,,,,,,,
