PI_num,med_,am_,cmed3_,cam3_,med2_,med3_,am2_,am3_,cam3pmed_,cam4pmed_,cam4pam_,blueglm
PI533924,9.3826,14.2414,7.33760000000001,8.69427999999999,0.815609999999964,5.4819,0.815609999999964,5.4819,7.38116833333332,12.56317625,12.56317625,14.2414
PI585291,6.25435,18.29562375,6.74690000000001,20.4413685714286,5.76179999999999,23.61215,20.4125966666667,23.61215,15.562565,12.49077625,16.1534754166667,18.2956237500001
PI656119,50.6365,46.3659,55.0641,54.18296,50.6365,3.75580000000002,50.6365,3.75580000000002,45.7784333333333,36.153975,36.153975,46.3658999999999
PI656108,23.2409,34.3806818181818,32.1804,38.164775,58.63345,23.2409,58.63345,32.1586666666667,34.8186166666667,30.9697375,36.4017458333333,34.3806818181818
PI533964,16.990913,25.3940896,22.9843,31.665618,16.643226,22.9843,35.2398753333333,22.9843,22.2538086666667,19.183599,24.992458,25.3940896
PI533852,24.3624,33.57838,35.0538,44.0632333333334,74.4565,28.8666,74.4565,28.8666,51.66155,40.3914,40.3914,33.5783800000001
PI656071,17.4138,18.6726,23.0522,21.6895833333333,26.6861,21.445,26.6861,16.4005,25.2316333333333,22.176475,20.8222583333333,18.6726
PI656089,37.46007,31.462888,10.66638,22.2549285714286,4.33913999999999,6.44299999999998,4.33913999999999,6.68912666666665,17.6715133333333,27.12348,26.9422633333333,31.462888
PI597976,46.8205,46.69462,43.964,46.3632444444444,34.715,11.4022,44.4283666666667,32.8581666666667,35.3549,38.935425,47.1916833333333,46.6946200000002
PI656075,50.3405,53.6497333333333,50.1944,50.989125,50.3405,17.77065,60.6922333333333,17.77065,44.97015,52.4612625,54.2072875,53.6497333333333
PI656009,15.86337,23.0416671428571,12.9301,23.1926,45.29375,7.66229999999999,45.29375,8.4585,26.478025,25.206795,25.472195,23.0416671428572
PI533758,35.61135,40.5953283333333,35.5962,41.589094,29.7728,38.582085,29.7728,38.582085,39.6197116666667,38.62140875,38.62140875,40.5953283333334
PI656118,10.2862,23.4963216666667,12.64633,29.2258844444444,12.64633,3.91732999999999,15.3234433333333,5.87457666666667,29.69442,24.18049,23.4963216666667,23.4963216666667
PI533955,17.66953,19.2443333333333,12.49834,14.1974271428571,18.13327,4.86724999999998,18.3507133333333,4.86724999999998,11.8329533333333,18.10184125,18.3201670833333,19.2443333333333
PI533962,26.716,34.1968211111111,26.716,35.7468414285714,47.6166,39.7688,47.6166,43.9749633333333,32.9734333333333,31.9230125,32.9745533333333,34.1968211111112
PI533997,32.28745,35.4774583333333,35.802,40.2073777777778,35.802,23.9971,38.4653666666667,24.9160666666667,39.6934,35.176325,35.4774583333333,35.4774583333333
PI534037,44.152,46.161902,45.021,47.40398,45.96535,41.27503,45.96535,41.27503,47.3285933333333,45.59951,45.7382833333333,46.1619019999999
PI656087,26.666,26.119864,26.666,26.119864,NA,13.5799,NA,13.5799,24.80756,24.80756,24.02987,26.119864
PI534148,20.23595,30.7208833333333,23.8776,34.0097,23.8776,NA,34.0097,NA,23.8776,19.2906,30.7208833333333,30.7208833333333
PI533842,15.3784,29.00259225,18.7211,31.906234,40.2178,36.34945,40.2178,36.34945,29.5343166666667,24.3200125,27.161849,29.00259225
PI533792,18.01119,19.50707,18.01119,19.50707,NA,37.6296,NA,37.6296,27.09265,27.09265,25.5479133333333,19.50707
PI595744,43.5129,56.8949333333333,43.5129,56.8949333333333,84.0673,NA,84.0673,NA,63.688025,63.688025,63.688025,56.8949333333333
PI534097,17.935405,25.6118775,16.695405,19.6253911111111,16.695405,13.34821,18.5803683333333,16.9524366666667,16.40634,19.5055575,25.6118775,25.6118775
PI656075,55.1384,54.9449895454545,57.2074,56.08508375,70.9709,62.27515,73.2532,62.27515,54.23315,53.9650125,55.55583625,54.9449895454544
PI597952,17.2831355,21.0924365,17.2831355,21.0924365,17.0006355,25.4561,17.0006355,34.32575,18.9566355,18.9566355,20.6377919444444,21.0924365000001
PI656005,57.22665,57.22665,57.22665,57.22665,57.22665,NA,57.22665,NA,57.22665,57.22665,57.22665,57.2266499999994
PI656061,7.16800000000003,7.73144200000001,7.03852000000002,7.27662750000001,7.514735,7.16800000000003,7.514735,7.16800000000003,7.19725833333335,7.78561875000001,7.78561875000001,7.7314420000002
PI656112,17.8124,17.8455511111111,16.0066,13.0058857142857,10.18915,10.77205,10.18915,10.77205,13.2756666666667,18.652845,18.0296283333333,17.8455511111111
PI534046,13.7747,28.5347711111111,26.77085,36.3141766666667,NA,1.7962,NA,2.80584666666668,36.62801,29.01024,28.5347711111111,28.5347711111111
PI659753,21.2914,16.7671727272727,22.6582,19.5213222222222,23.9972,29.1002,24.7684333333333,28.2340333333333,19.3626666666667,15.615375,15.7343666666667,16.7671727272728
PI656118,31.9635,37.5735181818182,30.10665,24.80088875,30.4484,45.926495,30.7256,45.926495,26.650265,39.33402375,38.2695995833333,37.5735181818182
PI533821,26.647,36.7845014285714,26.647,31.441758,10.5486,69.9998,10.5486,69.9998,35.7318,39.33419,39.0608058333333,36.7845014285714
PI576350,17.1446,28.5533666666667,39.9686,37.7190966666667,57.3718,13.36195,57.52125,17.9169433333334,35.366875,26.8671833333333,28.5533666666667,28.5533666666667
PI534054,78.1962,70.4961532,66.150333,67.5202415,69.247433,53.3899,69.247433,53.3899,66.944511,70.80833325,70.80833325,70.4961531999999
PI533910,30.9177,31.4837325,26.7443,28.4375333333333,NA,35.0911,NA,35.0911,30.100925,33.60806,33.60806,31.4837325
PI576387,21.0731605,29.4334642,45.9404,37.190403,45.9404,16.0236605,38.7612333333333,16.0236605,39.3216535,31.632565125,30.5299335416667,29.4334642
PI534114,11.49165,14.7884583333333,10.5765,15.3193,10.5765,5.6968,8.10683333333335,4.72916666666669,16.1684,16.261575,14.7884583333333,14.7884583333333
PI533949,9.15488000000002,24.23656,7.42674000000001,7.42674000000001,5.6986,9.15488000000002,5.6986,9.15488000000002,7.42674000000001,24.23656,24.23656,24.2365600000001
PI534101,17.6756,28.498154,17.6756,28.266105,13.8537,13.5831,13.8537,11.22268,24.5869333333333,25.7967875,27.3551325,28.498154
PI656094,16.3668,26.4678366666667,16.3668,21.2028185714286,16.3668,3.5517,15.4501433333333,3.5517,22.46715,28.0742125,27.8450483333333,26.4678366666666
PI656044,32.9976,33.245125,23.2418,32.9015111111111,13.8304,7.73089999999999,32.4928,29.1655666666667,21.4382333333333,27.8517,33.245125,33.245125
PI656019,16.3392,34.4626222222222,16.3392,29.7038142857143,7.45455,16.3392,7.45455,34.4722,22.86475,29.928175,34.461425,34.4626222222222
PI534099,35.5454,30.85715,33.1617,29.1466142857143,25.1304,35.5454,28.7466,35.5454,28.0078833333333,31.7136375,32.6176875,30.8571499999999
PI656102,39.5801,37.695873,44.3413,42.3097164285714,46.58395,30.274506,46.58395,37.015405,40.9451353333333,36.87267875,39.1266358333333,37.6958730000001
PI576352,26.5089,23.9370142857143,23.4651,23.1090333333334,20.9601,28.63495,20.9601,28.63495,23.1090333333334,24.558,24.558,23.9370142857143
PI533903,11.015715,15.742156,12.21375,18.22326625,9.68699999999998,11.015715,9.98743333333334,11.015715,17.4909716666667,14.5726575,14.5212491666667,15.742156
PI533830,18.89325,25.708625,31.7136,33.6110333333333,NA,31.7136,NA,33.6110333333333,31.7136,16.8575,17.8062166666667,25.7086249999999
PI576393,23.47892,23.1313916666667,22.26564,22.9507222222222,30.5896,28.7855,27.2913533333333,27.1903466666667,25.7757,25.504825,23.1313916666667,23.1313916666667
PI656081,37.1069,40.2687583333333,47.8896,47.3606666666667,47.8896,31.6791,42.0440333333333,35.2842,50.8974333333333,42.654675,40.2687583333333,40.2687583333333
PI576387,59.3782,56.5975444444445,56.3096,57.9168833333333,62.11965,46.2756,62.11965,46.2756,55.9244833333333,57.4069625,55.3373958333333,56.5975444444444
PI597966,23.82123,19.8086690909091,9.58084999999998,14.75924125,7.2303,23.82123,13.0991,21.8836433333333,12.5381266666667,17.51622,18.7048508333333,19.8086690909091
PI576396,14.22895,16.278911,11.32905,14.824575,6.01079999999999,2.4162,6.01079999999999,4.82196666666667,13.9565666666667,15.99148875,15.90801375,16.278911
PI656036,28.7321,34.4448,49.01865,49.01865,69.3052,28.7321,69.3052,28.7321,49.01865,34.4448,34.4448,34.4448000000001
PI655997,57.894,58.9586636363636,60.77325,59.55895,66.0859,51.2856,61.6801,53.0711666666667,61.1601333333333,57.463725,59.5545166666667,58.9586636363638
PI597946,21.438155,26.4983183333333,21.06661,28.6659577777778,21.06661,2.52170000000001,21.72517,2.73933666666667,28.9909366666667,27.1956275,26.4983183333333,26.4983183333333
PI613536,73.03495,69.1981333333333,76.9204,74.682325,72.44425,79.24,72.44425,79.24,75.42835,71.1287,71.1287,69.1981333333334
PI533766,30.51605,34.5933083333333,22.3716,35.0450333333334,21.896,12.9974,36.4619666666667,12.8325,31.4505333333334,32.430475,34.5933083333333,34.5933083333334
PI533956,10.7289,12.2942458333333,11.6857,13.8563955555556,11.6857,8.01329999999996,12.01766,5.80685999999999,13.4788333333333,10.905655,12.2942458333333,12.2942458333333
PI533752,13.6055,24.452375,13.6055,20.354,20.44385,29.7523,20.44385,29.7523,20.354,24.452375,24.452375,24.452375
PI656037,10.164265,12.11655,9.46869999999998,11.7339655555555,5.86630000000002,9.46869999999998,5.41501000000001,8.62347666666666,12.2229433333333,13.0540225,12.11655,12.1165499999999
PI576394,41.524355,39.83601,44.25368,41.331075,21.07484,54.332045,21.07484,54.332045,41.331075,39.83601,39.83601,39.83601
PI534123,61.465,56.9270577777778,61.58045,61.3291033333333,58.80845,61.465,58.80845,61.6422066666667,61.9015166666667,58.2453625,58.5011808333333,56.9270577777779
PI533954,13.81696,25.6730222222222,28.0493,31.6967714285714,29.10752,13.81696,29.10752,34.38762,24.39141,19.4410325,24.5836975,25.6730222222223
PI533759,20.52513,17.61027,20.52513,17.61027,7.82786000000002,25.3785,13.0505866666667,20.10768,17.9104966666667,17.9104966666667,17.61027,17.61027
PI533996,25.48585,27.08593,26.3675,30.953872,26.3675,12.33835,26.3675,12.33835,30.1894766666667,24.5786625,24.5786625,27.08593
PI656026,35.1205,42.7028,17.5464,40.70444,43.41765,17.3441,43.41765,17.3441,47.5868166666667,48.8637625,48.8637625,42.7028
PI534009,38.111,33.5570133333333,42.4536,39.2896857142857,43.8828,41.02495,51.2012333333333,41.02495,34.86495,29.5218775,31.3514858333333,33.5570133333333
PI659695,13.868884,18.391217,17.919268,22.5378072,10.900934,19.056384,10.900934,19.056384,27.5772393333333,21.1610545,23.5529878333333,18.391217
PI597950,12.0109,15.2580290909091,11.896355,14.543465,13.2719,11.78181,10.1656833333333,24.57489,10.3722366666667,12.6714025,14.4917766666667,15.258029090909
PI533961,29.82985,26.6395683333333,25.4676,24.405582,9.682855,43.0025,9.682855,43.0025,27.5050683333333,30.08117625,30.08117625,26.6395683333333
PI656008,8.58815,9.68817,10.9098,12.0317142857143,9.2636,12.1362,9.25626666666667,15.1811333333333,10.7698666666667,9.134425,9.891775,9.68817000000007
PI656055,42.6665,40.4161857142857,44.19925,44.717525,58.83735,42.6665,58.83735,42.6665,40.0109166666667,35.5025625,38.6784541666667,40.4161857142855
PI576390,50.5629,49.456545,44.8214,48.1731214285714,54.2219,71.5103,54.2219,71.5103,52.1606,54.78325,51.6914708333333,49.4565450000001
PI656058,58.0328,57.12722,65.4624,64.141275,65.4624,44.4594,65.4624,44.4594,63.7009,55.043425,55.043425,57.1272200000001
PI595702,53.6865,54.116824,57.6909,55.0135528571429,67.3583,54.998885,65.2552333333333,54.998885,54.0076283333333,49.81988875,52.98606875,54.116824
PI656060,20.12185,21.8540958333333,22.2329,22.5377722222222,23.1184,9.73040000000003,25.0697666666667,12.8406666666667,21.3697333333334,20.926375,21.8540958333333,21.8540958333333
PI659696,31.8065055,40.3997052,44.102,49.715746,39.8695055,36.5451,39.8695055,45.9128036666667,47.2270018333333,39.789926375,42.4277464583333,40.3997052
PI533912,19.7653,26.4686644444444,28.3374,29.03086,31.53676,16.48303,36.4571533333333,16.48303,26.1530133333333,23.990005,25.2201033333333,26.4686644444444
PI656034,33.96695,32.590625,34.199,36.7076333333333,42.189,34.199,42.189,34.199,36.7076333333333,32.590625,32.590625,32.590625
PI533957,60.46185,54.85870625,68.495,62.14422,63.9972,72.8202,56.4686333333333,72.8202,68.4374666666667,62.6640625,60.1250041666667,54.8587062500003
PI576380,25.80475,30.77762375,32.894,34.7018666666667,31.7017,NA,33.7726666666667,NA,32.894,28.2642983333333,29.4695427777778,30.77762375
PI533956,22.36169,26.8276951428571,13.10114,27.4237992,47.33207,17.17098,47.33207,17.17098,24.2053153333333,24.48834525,24.48834525,26.8276951428571
PI642791,25.86565,27.35985,25.804,27.5645,38.4904,28.51635,37.9339,28.51635,26.0217666666667,25.99815,25.859025,27.35985
PI656100,10.12159,25.7488433333333,6.57062,14.548845,4.42112,4.66584,4.42112,4.66584,17.9247533333333,25.480775,25.480775,25.7488433333333
PI656105,11.556665,24.731461,5.85182,17.8442157142857,34.6661,3.59463,37.21451,3.59463,13.6828766666666,14.9050825,21.2086558333333,24.731461
PI542406,57.51935,55.230025,58.3154,58.2176666666667,56.7233,59.6143,56.7233,59.6143,58.2176666666667,55.230025,55.230025,55.2300250000004
PI597973,44.74235,42.6080833333333,44.74235,42.6080833333333,44.74235,21.3574,44.74235,35.6255333333333,41.79565,41.79565,46.5516944444444,42.6080833333333
PI533940,41.9838,42.278375,55.2315,49.0547,62.5613,32.21705,60.2798,32.21705,47.389175,39.3850833333333,41.16045,42.2783749999999
PI656058,15.91313,23.3655527272727,13.082815,18.5635975,3.48781000000002,15.91313,5.06448000000001,14.3051466666667,21.53363,22.0233975,25.1850858333333,23.3655527272728
PI576387,13.0249,12.746208,13.0249,12.84111,9.87009499999999,15.1543,9.87009499999999,13.0787633333333,12.7516316666667,12.65537375,12.4748979166667,12.746208
PI534117,11.778056,13.0559308571429,8.748603,13.1400526666667,NA,27.9334,NA,22.6890986666667,16.357585,15.08879,12.9437684444444,13.0559308571429
PI533965,8.77751000000002,13.29887375,10.238655,16.0185366666667,10.238655,7.79601000000002,10.238655,9.28207000000001,21.9407883333333,17.7405625,18.1120775,13.29887375
PI585295,19.2803,23.1062977777778,11.70809,14.7839114285714,11.70809,8.24779999999998,11.6151966666667,13.9295966666667,15.6029633333333,24.760885,26.1581108333333,23.1062977777778
PI533902,6.12619999999998,9.03190166666666,5.97649999999999,6.25886222222222,4.23150000000001,5.76049999999998,5.0051,5.92958666666666,5.42263333333332,9.10162499999999,9.03190166666666,9.03190166666663
PI576366,14.86195,15.27345,15.1693,15.41722,10.81081,21.8897,12.2017366666667,21.8897,17.0972333333333,16.461575,16.8093066666667,15.2734499999999
PI642793,18.4809,18.9807714285714,18.4809,20.794846,28.239065,9.959,28.239065,9.959,21.9253883333333,20.0554375,20.0554375,18.9807714285714
PI656071,35.6563,39.77165,27.6984,30.2824,34.97485,26.88195,34.97485,26.88195,29.8517333333333,44.193275,44.193275,39.77165
PI576422,20.3789,15.95690375,22.1211,18.13879,11.8496,22.705015,13.6012333333333,22.705015,18.3111716666667,13.90430375,14.3422120833333,15.95690375
PI597946,12.38399,13.6491875,12.38399,13.6491875,10.8033,NA,10.8033,NA,12.38399,12.38399,12.7005583333333,13.6491874999999
PI533807,21.63055,19.428897,9.37284,17.0723285714286,8.15616,23.51855,10.6140366666667,23.51855,17.3294183333333,19.07255625,19.8434220833333,19.428897
PI656011,45.3306,44.12759,39.3528,39.823546,37.916105,41.96636,37.916105,41.96636,39.7450883333333,43.53074125,43.53074125,44.12759
PI595741,6.548,9.81356666666666,14.24,14.24,6.548,NA,6.548,NA,14.24,9.81356666666666,9.81356666666666,9.81356666666667
PI656104,10.69055,16.3391833333333,13.3359,18.6991,4.96960000000001,6.70860000000002,10.3733,8.77160000000001,14.2054,12.998025,16.3391833333333,16.3391833333333
PI542406,21.073365,19.2861391666667,21.1516,22.2279344444444,22.12771,21.1516,19.55998,23.7870466666667,21.4248133333333,17.9791625,19.2861391666667,19.2861391666667
PI642791,17.99269,21.4004601818182,16.049266,19.1664995555556,17.99269,14.5483,17.97133,14.5600653333334,20.4404633333333,23.19366825,22.2381954166667,21.4004601818182
PI533785,27.9048,24.4337609090909,29.25874,27.52977125,27.9048,27.624795,24.3379,27.624795,28.6206916666667,25.86096875,24.6996804166667,24.4337609090909
PI533852,79.9868,71.5022475,86.4909,73.40056,65.82955,74.4264,65.82955,74.4264,75.5822833333333,75.0573875,73.7713108333333,71.5022475000001
PI656100,37.0328,38.9905142857143,52.10565,53.393725,72.3308,37.5357,72.3308,47.0813666666666,54.93325,44.4634,46.3994666666667,38.9905142857143
PI534112,45.9004,42.2591857142857,50.75065,44.0839833333333,4.68314999999998,76.81815,4.68314999999998,76.81815,44.0839833333333,40.8905875,40.8905875,42.2591857142858
PI629059,13.0399,15.1785290909091,13.06655,13.834845,13.0399,10.487,12.2854366666667,11.5119533333333,14.390065,13.00955375,15.5505929166667,15.1785290909091
PI533871,9.71912999999999,9.71912999999999,9.71912999999999,9.71912999999999,9.20349999999999,NA,9.20349999999999,NA,9.71912999999999,9.71912999999999,9.71912999999999,9.71912999999994
PI656109,15.00817,18.14511,23.49474,22.0196133333333,42.424,0.14009999999999,42.424,0.14009999999999,22.0196133333333,18.14511,18.14511,18.14511
PI576373,20.070115,29.7553533333333,14.68509,22.3962933333333,12.31273,55.0419,12.4815733333333,41.75781,25.9409066666667,32.41438,29.7553533333333,29.7553533333333
PI576373,43.7292,41.4571363636364,30.5719,33.06695,28.64352,46.3584,27.9199666666667,46.5243,31.8677733333333,40.18413,39.7191583333333,41.4571363636364
PI534163,17.01196,19.784874,23.42332,23.06823,10.96268,25.32321,20.46816,25.32321,19.90307,18.6703025,20.70793,19.784874
PI656112,18.9014,17.90377,18.9014,15.5256,0.838099999999997,26.8373,0.838099999999997,26.8373,15.5256,17.90377,17.90377,17.90377
PI597946,17.75524,26.0534775,24.0862,30.8913511111111,24.0862,14.61018,23.17736,14.1328266666667,30.1056933333333,25.29766,26.0534775,26.0534775
PI656058,10.0391,12.0686575,6.65399999999998,7.81764333333333,14.023115,2.82101499999999,14.023115,2.82101499999999,7.81764333333333,12.0686575,12.0686575,12.0686575
PI533991,10.877089,16.3798264444445,10.877089,18.0450141428571,30.1742,8.74866950000002,23.4404866666667,8.74866950000002,19.3903398333333,17.18067225,15.4972439166667,16.3798264444445
PI656014,22.6043,30.43795,23.3968,38.0495666666667,23.3968,21.8118,23.3968,21.8118,38.0495666666667,30.43795,30.43795,30.43795
PI656006,30.2181,35.4126036363636,20.8052,21.91573,13.8737,39.5012,16.6741333333333,39.5012,21.5981666666667,37.26645,35.75332,35.4126036363636
PI656093,24.7214,23.5974088888889,15.54202,19.9556128571429,26.7609,15.54202,26.7609,21.52291,17.7007666666667,22.36149875,23.85672125,23.5974088888889
PI656108,37.846,43.0416166666667,29.94584,42.500708,44.17045,25.76577,44.17045,25.76577,47.52244,47.07837,47.07837,43.0416166666666
PI534105,30.9633,30.0767966666667,28.1613,23.9515622222222,28.1613,33.703,28.16396,34.9191666666667,22.109,28.475,30.0767966666667,30.0767966666667
PI576339,18.0364,36.3969028571429,12.5264,23.44196,12.1609,64.5341,12.1609,64.5341,30.29065,39.9140525,39.9140525,36.3969028571429
PI533800,47.2783,43.9381,43.2719,41.4892333333333,57.3829,NA,57.3829,NA,33.5424,39.4565,39.4565,43.9381
PI597946,15.597585,17.15092,12.5573,17.5928322222222,12.5573,20.625,13.4180566666667,21.6566166666667,13.5754333333333,15.192075,17.15092,17.15092
PI659695,20.3473,19.45546,18.7194,18.471775,14.79985,17.9881,14.79985,21.6345666666667,18.1154166666667,19.4341125,19.3953875,19.45546
PI576401,21.0422,24.3361777777778,18.1678,17.4843428571429,22.1011,27.25545,15.2865,27.25545,20.1221833333333,27.1710375,25.4673875,24.3361777777778
PI534079,18.35125,16.02922,19.5176,19.3982857142857,33.8359,19.5176,24.2489666666667,19.5176,24.0665333333333,18.9162,16.6106166666667,16.02922
PI656004,9.98371499999999,12.0562566666667,7.48969700000004,7.82864111111111,4.69030299999997,8.64419999999998,5.85217566666664,10.7539686666667,6.9414,11.2026525,12.0562566666667,12.0562566666665
PI533919,13.6871,18.1245944444445,16.05642,18.8729383333334,34.03015,3.99074500000002,34.03015,3.99074500000002,18.8729383333334,17.57647875,18.3116804166667,NA
PI533919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1245944444446
